Date,Hour Ending,Total Load
01/25/2023,2,12553.63
01/25/2023,3,12502.3
01/25/2023,4,12669.93
01/25/2023,5,12750.2
01/25/2023,6,13531.56
01/25/2023,7,14377.89
01/25/2023,8,15250.55
01/25/2023,9,15472.27
01/25/2023,10,15477.08
01/25/2023,11,15471.84
01/25/2023,12,15319.81
01/25/2023,13,15194.32
01/25/2023,14,15177.61
01/25/2023,15,15317.64
01/25/2023,16,15624.04
01/25/2023,17,16261.54
01/25/2023,18,16869.68
01/25/2023,19,16690.66
01/25/2023,20,16236.26
01/25/2023,21,15478.32
01/25/2023,22,14520.75
01/25/2023,23,13383.88
01/25/2023,24,12384.05
01/26/2023,1,11992.12
01/26/2023,2,12081.33
01/26/2023,3,12057.5
01/26/2023,4,12045.04
01/26/2023,5,12134.08
01/26/2023,6,12398.69
01/26/2023,7,13321.49
01/26/2023,8,14175.84
01/26/2023,9,14284.1
01/26/2023,10,13930.55
01/26/2023,11,13827.86
01/26/2023,12,13919.15
01/26/2023,13,14057.82
01/26/2023,14,14157.24
01/26/2023,15,14337.86
01/26/2023,16,14656.11
01/26/2023,17,15350.22
01/26/2023,18,16150.94
01/26/2023,19,16062.68
01/26/2023,20,15636.68
01/26/2023,21,15026.53
01/26/2023,22,14239.59
01/26/2023,23,13246.49
01/26/2023,24,12599.18
01/27/2023,1,12561.21
01/27/2023,2,12372.76
01/27/2023,3,12236.61
01/27/2023,4,12260.33
01/27/2023,5,12603.9
01/27/2023,6,13072.62
01/27/2023,7,14204.63
01/27/2023,8,15095.96
01/27/2023,9,14521.16
01/27/2023,10,13673.11
01/27/2023,11,12863.14
01/27/2023,12,12591.48
01/27/2023,13,12575.43
01/27/2023,14,12855.03
01/27/2023,15,13397.43
01/27/2023,16,14203.32
01/27/2023,17,14912.96
01/27/2023,18,15773.09
01/27/2023,19,15687.67
01/27/2023,20,15275.29
01/27/2023,21,14795.48
01/27/2023,22,14142.85
01/27/2023,23,13330.96
01/27/2023,24,12828.81
01/28/2023,1,12276.64
01/28/2023,2,11934.43
01/28/2023,3,11746.51
01/28/2023,4,11686.34
01/28/2023,5,11774.91
01/28/2023,6,12091.88
