local_day,local_hour_end,tot_wind_mwh,_FREQ_
2023-01-01,01,3054.6648182299173,54
2023-01-01,02,3070.071281365823,54
2023-01-01,03,3791.2193096458573,56
2023-01-01,04,4666.052693027787,53
2023-01-01,05,5357.891821573042,57
2023-01-01,06,6877.834882919083,58
2023-01-01,07,8481.009464975568,57
2023-01-01,08,10125.198196772468,58
2023-01-01,09,11338.411394004399,58
2023-01-01,10,10742.895356287627,61
2023-01-01,11,11047.571897216387,62
2023-01-01,12,12797.500233812774,60
2023-01-01,13,12378.700774951996,60
2023-01-01,14,11184.869902310387,59
2023-01-01,15,9786.007516441625,59
2023-01-01,16,8591.287306369424,59
2023-01-01,17,7991.481523399189,57
2023-01-01,18,6951.846067032914,57
2023-01-01,19,7597.622748069966,57
2023-01-01,20,7772.626044522908,57
2023-01-01,21,6688.850678917515,57
2023-01-01,22,5808.798977376647,57
2023-01-01,23,5944.056737776938,56
2023-01-01,24,5989.452182212194,54
2023-01-02,01,5741.313960584392,54
2023-01-02,02,5419.190711826007,55
2023-01-02,03,6037.280226089961,58
2023-01-02,04,5993.7288489740295,58
2023-01-02,05,5646.599524225956,58
2023-01-02,06,4980.538102676347,55
2023-01-02,07,4375.514001547175,57
2023-01-02,08,4301.555131399849,58
2023-01-02,09,4018.2357672970115,58
2023-01-02,10,3427.833419806163,58
2023-01-02,11,3141.4013746962414,56
2023-01-02,12,3269.662142076407,58
2023-01-02,13,3364.4288924013463,57
2023-01-02,14,3181.983934212981,57
2023-01-02,15,2928.2219611858222,52
2023-01-02,16,2913.4694226312363,52
2023-01-02,17,3018.9474575982013,56
2023-01-02,18,2927.7903709621505,56
2023-01-02,19,2790.544679834645,55
2023-01-02,20,2686.963026153509,57
2023-01-02,21,2672.589763856087,55
2023-01-02,22,2897.749075696295,56
2023-01-02,23,2458.3771495071833,54
2023-01-02,24,2075.870504909683,49
2023-01-03,01,2412.458565406871,47
2023-01-03,02,2504.923501205562,41
2023-01-03,03,2296.230010322999,40
2023-01-03,04,2135.3645633182055,44
2023-01-03,05,2076.772920831905,48
2023-01-03,06,2210.5397331867866,47
2023-01-03,07,2311.1656477603565,49
2023-01-03,08,2437.490798379812,50
2023-01-03,09,2408.7704307682243,50
2023-01-03,10,2244.2691630912877,50
2023-01-03,11,1755.1335762636993,45
2023-01-03,12,1717.1274795973638,46
2023-01-03,13,1787.8951977878473,50
2023-01-03,14,1869.4657500617418,57
2023-01-03,15,2430.9515525666093,56
2023-01-03,16,3263.462937045489,57
2023-01-03,17,3328.5153543952333,51
2023-01-03,18,2429.342898096561,49
2023-01-03,19,1954.6459660245253,50
2023-01-03,20,2032.7245610341697,49
2023-01-03,21,1597.354653282737,48
2023-01-03,22,1643.6786706234668,45
2023-01-03,23,1481.662316355548,42
2023-01-03,24,1080.636527615058,39
2023-01-04,01,974.6091959997833,37
2023-01-04,02,1165.2936039127846,42
2023-01-04,03,1592.751024230242,46
2023-01-04,04,2243.615238509967,48
2023-01-04,05,2309.883955580968,50
2023-01-04,06,2299.4734762463477,45
2023-01-04,07,2283.556951937013,42
2023-01-04,08,1987.8784132472226,37
2023-01-04,09,1898.3430595728478,39
2023-01-04,10,1414.5042618539528,32
2023-01-04,11,1301.8722919673435,44
2023-01-04,12,1027.7340289862448,40
2023-01-04,13,1013.5307870799677,31
2023-01-04,14,817.1049213429748,32
2023-01-04,15,731.4800366648935,34
2023-01-04,16,1100.5812273453273,38
2023-01-04,17,1043.4805329044375,41
2023-01-04,18,1376.2627523383414,43
2023-01-04,19,2059.3654484771587,51
2023-01-04,20,3142.068377769188,53
2023-01-04,21,4692.235833263853,55
2023-01-04,22,5863.964055056829,54
2023-01-04,23,7223.996399286799,53
2023-01-04,24,7522.042144960966,53
2023-01-05,01,7637.276734681236,54
2023-01-05,02,7754.263842279435,53
2023-01-05,03,6086.7561599126575,53
2023-01-05,04,4421.497978105618,52
2023-01-05,05,4260.998728866362,52
2023-01-05,06,3742.8812045946584,51
2023-01-05,07,3666.908246736867,50
2023-01-05,08,3027.2784567642225,51
2023-01-05,09,3130.6377760877103,52
2023-01-05,10,2767.173415298258,49
2023-01-05,11,2444.644733299456,50
2023-01-05,12,2488.496915722796,45
2023-01-05,13,1926.4748950612461,44
2023-01-05,14,1390.3221308367276,43
2023-01-05,15,1033.4231728437314,43
2023-01-05,16,1093.165722593155,42
2023-01-05,17,1206.9485997428878,41
2023-01-05,18,1397.2406529070965,40
2023-01-05,19,1271.3209355280587,39
2023-01-05,20,1121.1536946736642,39
2023-01-05,21,1070.9846007947701,38
2023-01-05,22,833.3353294513444,36
2023-01-05,23,594.6397787778067,35
2023-01-05,24,653.3752846719965,34
2023-01-06,01,689.3280581529868,37
2023-01-06,02,630.200197510005,36
2023-01-06,03,504.0450672816916,36
2023-01-06,04,545.1769234467387,36
2023-01-06,05,571.150807816781,34
2023-01-06,06,456.50475021970533,32
2023-01-06,07,289.0215864519486,32
2023-01-06,08,274.0336350480872,27
2023-01-06,09,184.34133947419414,28
2023-01-06,10,147.38152213797045,30
2023-01-06,11,230.5084149154077,31
2023-01-06,12,294.04372723648856,30
2023-01-06,13,133.11288777356134,27
2023-01-06,14,75.67215255038575,25
2023-01-06,15,72.1409598112561,29
2023-01-06,16,85.46794277856392,28
2023-01-06,17,131.88350956067922,30
2023-01-06,18,178.05058500189276,31
2023-01-06,19,183.70049338450016,30
2023-01-06,20,190.68440791300097,32
2023-01-06,21,228.42893474680912,32
2023-01-06,22,251.31629509301985,33
2023-01-06,23,180.18237913699699,31
