ASSET ID,ASSET NAME,RESOURCE ID,Fuel Type,RESOURCE NAME,GENERATOR TYPE,Primary Fuel Type,ALT FUEL TYPE,EIA PLANT NUMBER,Nameplate Capacity (MW)
40066,OLDBARNST_RD_MASHPEE_PV_ID1798,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.2363905121041863
40176,"NFM SOLAR POWER, LLC",38078.0,Solar,"NFM Solar Power, LLC",PHOTOVOLTAIC,SUN,,58210,12.185461123644604
40207,KEZAR UPPER FALLS,786.0,Hydro,KEZAR LEDGEMERE COMPOSITE,HYDRO: RUN OF RIVER,WAT,,7668,0.36380353595838477
40208,KEZAR LOWER FALLS,786.0,Hydro,KEZAR LEDGEMERE COMPOSITE,HYDRO: RUN OF RIVER,WAT,,7668,0.5276952279000333
40209,LEDGEMERE,786.0,Hydro,KEZAR LEDGEMERE COMPOSITE,HYDRO: RUN OF RIVER,WAT,,7668,0.4619584503629985
40243,SOLAR SHOP LLC BLDG 14_PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.834987086854717
40244,SOLAR SHOP LLC BLDG 10_PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.8601501969631485
40247,QUABBIN BARRE - WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,7.167918308026238
40248,JJ CARROLL WW PLANT_PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1503754924078713
40249,WESTBORO SUITES,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.9066662699349792
40259,COMMERCE_PK_RD_PV_ID1871,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.508771407809183
40327,FORE RIVER 11,1691.0,Gas,FORE RIVER-1,COMBINED CYCLE,NG,DFO,55317,392.76801561981415
40328,FORE RIVER 12,1691.0,Gas,FORE RIVER-1,COMBINED CYCLE,NG,DFO,55317,392.76801561981415
40338,MAINE INDEPENDENCE STATION 1,1216.0,Gas,MAINE INDEPENDENCE STATION,COMBINED CYCLE,NG,,55068,248.22837550645679
40339,MAINE INDEPENDENCE STATION 2,1216.0,Gas,MAINE INDEPENDENCE STATION,COMBINED CYCLE,NG,,55068,248.22837550645679
40343,BULL HILL WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,57083,234.8263797096706
40482,DURFEE UNION MILLS BLDG 9 - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.8601501969631485
40484,BANCROFT SCHOOL PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.8601501969631485
40520,MANCHESTER-BOSTON REGIONAL PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.583959154013119
40555,BLACKCOMB WORC MA PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.0822048724512823
40653,MADISON_GEN,40653.0,ES,Madison BESS,ENERGY STORAGE NON-PUMP,MWH,,64765,33.97951673919838
40766,CVEC_BARNSTABLE_FIRE_ID2423,40766.0,Solar,CVEC BARNSTABLE FIRE 2423,PHOTOVOLTAIC,SUN,,,5.375938731019678
40767,DY_HIGH_SCHOOL_ID2175,40767.0,Solar,CVEC DY HIGH SCHOOL 2175 2173,PHOTOVOLTAIC,SUN,,,3.583959154013119
40768,CVC_EASTHAM_LANDFILL_ID1915,40768.0,Solar,CVEC EASTHAM 1915,PHOTOVOLTAIC,SUN,,,3.583959154013119
40786,NM CITY OF CAMBRIDGE_ID2264395,40786.0,Solar,Cambridge Park Solar,PHOTOVOLTAIC,SUN,,,3.3402499315402268
40789,NM 9_MAXWELLS-GREEN_ID2253374,40789.0,Solar,Maxwell Green Solar,PHOTOVOLTAIC,SUN,,,0.3583959154013119
40796,SOLECT_ENERGY_PTNRS1_ID2152923,40796.0,Solar,Charles Moore Arena,PHOTOVOLTAIC,SUN,,,2.1503754924078713
40797,SOLECT_ENERGY_DEV_PV_ID2015374,40797.0,Solar,Holliston Field 2,PHOTOVOLTAIC,SUN,,,2.1503754924078713
40800,HAYDEN-ROWE_SOLAR_ID2057252,40800.0,Solar,Hayden Rowe Solar Farm,PHOTOVOLTAIC,SUN,,,2.207718838872081
41428,NM UCCT SOLAR GROUP_ID2101008,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.3545857681562796
41807,NM-PITTSFIELD WWTP,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,10.751877462039356
41816,QUABOAG REGIONAL ELEM - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.7167918308026238
41821,NEW ENGLAND TECH WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,7.167918308026238
41822,SOLTAS CBIS INC - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1503754924078713
41827,TOWN_OF_FAIRHAVEN_WT_ID1663,,Wind,NO RESOURCE,WIND TURBINE,WND,,,10.751877462039356
41828,TOWN_OF_FAIRHAVEN_WT_ID1664,,Wind,NO RESOURCE,WIND TURBINE,WND,,,10.751877462039356
41829,MWRA_ALFORD_ST_WT_ID1638,,Wind,NO RESOURCE,WIND TURBINE,WND,,,10.751877462039356
41838,WEST BROOKFIELD ELEM - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.6881201575705188
41839,ARPIN ASSOCIATES - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.0751877462039356
41841,EXAJOULE FRANKLIN PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.8636587600868217
41842,KB SOLAR LLC - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.7919795770065594
41847,FISHERMENS MEMORIAL PARK- WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,0.7167918308026238
41848,SOLAR SHOP WHITINSVILLE - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.583959154013119
41857,HI- GEAR (QF),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.83834485791771
41864,NM-EHAMPTON MA LANDFILL,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,58272,14.335836616052475
41868,AGREEN01543SOLAR980NM,,Gas-Other,NO RESOURCE,INTERNAL COMBUSTION,OBG,,,0.8824937258396462
41870,EXAJOULE RENEWABLES PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.5804505908894453
41871,QUABBIN SOLAR - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
41879,WESTFORD SOLAR 1- PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,7.167918308026238
41880,WESTFORD SOLAR 2- PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,7.167918308026238
41882,NEXAMP CAP-NASHOBA VALLEY THS,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.6881201575705188
41923,BLACKCOMB SOLAR III-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42045,NM-GREENFIELD MA LANDFILL,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.335836616052475
42048,TANTASQUA HIGH- PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.200400128503375
42050,PETE'S TIRE BARN,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.111027337744067
42083,CANTON_LANDFILL_PV_ID1726,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,21.503754924078713
42104,HYDEPARKSTORPV_ID1919,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.3619044785249852
42106,SUBURBANATHLETIC2_ID1637,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.7884710138828861
42107,4M_ALDRINRDPV_ID1856,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.4335836616052475
42108,BROADWAY_RENEWABLE_ID1772,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.501301905379798
42109,COCHITUATERD_FRAMPV_ID1873,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.4622553348373524
42110,DOUGLAS_SCHOOLPV_ID1464,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.6809522392624926
42111,HYANNIS_SELF_STOR_ID1946,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.404761196312463
42112,POND_ST_ASHLAND_ID1736,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.583959154013119
42114,PUMPKIN HILL,1258.0,Hydro,BHE SMALL HYDRO COMPOSITE,HYDRO: RUN OF RIVER,WAT,,50699,1.8793514345176958
42115,GLC_ACUSHNETLLC_ID1821_1824,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,25.08771407809183
42116,DSD_REALTY_TRUST_ID1672,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,12.328819489805129
42117,CONST_SOLAR_NORFOLK_ID1846,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,11.46866929284198
42118,CONED_HIXVILLERD_ID1862,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.335836616052475
42123,KEZAR MIDDLE FALLS,786.0,Hydro,KEZAR LEDGEMERE COMPOSITE,HYDRO: RUN OF RIVER,WAT,,,1.1544458740065577
42149,FAVORITE FOODS PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.32255632386118066
42193,TRUE NORTH ENERGY A,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,7.167918308026238
42194,TRUE NORTH ENERGY B,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,7.167918308026238
42195,TRUE NORTH ENERGY C,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,5.375938731019678
42196,TRUE NORTH ENERGY D,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,7.167918308026238
42197,TRUE NORTH ENERGY E,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,7.167918308026238
42202,DR AMP 100 AMES POND - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.5877693012581515
42203,WESTFORD SOLAR 3 - PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,7.167918308026238
42212,DR AMP 200 AMES POND - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.6809522392624926
42214,ORCHARD MADE PRODUCTS,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.3619044785249852
42344,CAMELOT_WIND_ID1240,,Wind,NO RESOURCE,WIND TURBINE,WND,,,10.751877462039356
42347,CONSTELLATION SOLAR-UXBRG-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,57941,14.335836616052475
42350,BARRETT-FRANKLIN-SOLAR,38655.0,Solar,Barrett Distribution - Franklin Solar,PHOTOVOLTAIC,SUN,,,3.583959154013119
42351,OMA GROUP-CHARLTON-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42352,OSG SOLAR 1-ORANGE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42353,OSG SOLAR 2-ORANGE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42354,OSG SOLAR 3-ORANGE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,5.375938731019678
42355,CIL CEDAR-MARLBORO-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.1037086273753607
42357,UP BLACKSTONE WWTP-MILLBURY-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1503754924078713
42364,CAPITAL GROUP-SOUTHBORO-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42365,LOFT 27-LOWELL-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.9711775347072156
42366,SOLTAS SPECTOR-LAWRENCE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1503754924078713
42375,DEXTER 1,392.0,Gas,DEXTER,COMBINED CYCLE,NG,DFO,10567,51.328716706999835
42376,DEXTER 2,392.0,Gas,DEXTER,COMBINED CYCLE,NG,,10567,17.10957223566661
42394,WINDENERGYDEV-NKINGSTOWN-WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,10.751877462039356
42439,CITY OF BROCKTON-SWANSEA-PV1,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42440,CITY OF BROCKTON-SWANSEA-PV2,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42448,CITY OF GLOUCESTER 1 - WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,14.335836616052475
42449,CITY OF GLOUCESTER 2 - WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,14.335836616052475
42482,CITY_OF_WALTHAM_PV_ID1805,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.3834082334490638
42483,FIRST_HIGHLAND_PV_ID2021,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.988720350325582
42484,UNITEDSALVAGE_PV_ID1966,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,5.791677992885201
42485,SOLCHEMY_PV_ID1969,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1002000642516876
42486,AIRPORT_WAY_PV_ID1875,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,8.873882865336482
42487,BILL_BENNETT_PV_ID1967,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.250575556659559
42495,VARIANSEMICON-GLOUCESTER-WT,,Wind,NO RESOURCE,WIND TURBINE,WND,,,17.919795770065594
42496,HANOVER SOLAR-LEICESTER-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42497,WESTFORD SOLAR 4- PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,7.167918308026238
42597,GPT JACLEN-BEVERLY-CHP,,Gas,NO RESOURCE,INTERNAL COMBUSTION,NG,,,0.06753778514078924
42598,NEW BARRE HYDRO,852.0,Hydro,SOUTH BARRE HYDRO,HYDRO: RUN OF RIVER,WAT,,,0.090050380187719
42603,BARRE1-750BARRE-01005-PV,41321.0,Solar,MA_401_0.8 PV_750 S BARRE RD_BARRE,PHOTOVOLTAIC,SUN,,,5.73433464642099
42612,NPPDEVELOP-370PATRIOT-02035-PV,41316.0,Solar,MA_356_0.495 PV_370 PATRIOT PL_FOXBORO,PHOTOVOLTAIC,SUN,,,3.5481195624729875
42631,CABRAL-247BAKER-02777-PV,41370.0,Solar,MA_343_0.5 PV_247 BAKER RD_SWANSEA,PHOTOVOLTAIC,SUN,,,3.583959154013119
42641,NATICKMEMORIALSCHOOL_PV_ID1892,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.0035085631236733
42812,PEGASUS_PV_ID1809,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
42817,IKEA 158-0223PV520QF,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.7273175201736435
42821,GLC-MA ACUSHNET_PV_ID2109,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.6519789819090285
43409,GLC-MA ACUSHNET_PV_ID1827,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,9.346965473666215
43422,EPG SOLAR 1 - 01550PV1500NM,41209.0,Solar,MA_318_1.5 PV_247 BLACKMERE RD_SOUTHBRIDGE,PHOTOVOLTAIC,SUN,,,10.751877462039356
43423,EPG SOLAR 2 - 01550PV1500NM,41214.0,Solar,MA_319_1.5 PV_247 BLACKMERE RD_SOUTHBRIDGE,PHOTOVOLTAIC,SUN,,,10.751877462039356
43424,PINGREE SCHL - 01982PV200QF,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.4335836616052475
43426,ABBOTT MILL - 01886PV235NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.6844608023861658
43491,146 CAMPANELLI-02072PV332NM,41429.0,Solar,MA_366_0.332 PV_146 CAMPANELLI PK_STOUGHTON,PHOTOVOLTAIC,SUN,,,2.379748878264711
43492,NARR BAY - 02903WT4500NM,,Wind,NO RESOURCE,WIND TURBINE,WND,,,32.255632386118066
43509,DOUGLAS SOLAR-01516PV2000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.335836616052475
43510,SANDF MGMNT-02725PV623NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.465613105900346
43512,WEST GREENWICH - 02817PV2000DG,38834.0,Solar,DGSC PV1666_179 Plain Meeting House Rd_West Greenwich,PHOTOVOLTAIC,SUN,,,14.335836616052475
43527,STUART THOMAS - 02842PV500DG,38833.0,Solar,DGSC PV405_28 Jacome Way_Middletown,PHOTOVOLTAIC,SUN,,,3.583959154013119
43531,28 HASTINGS - 01756PV100NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.7167918308026238
43572,JDH_SOLAR_SYSTEMS_PV_2221,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.6591469002170545
43573,NEW_ENGLAND_RESINS_PV_2309,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.43007509848157427
43574,TOWN_OF_FAIRHAVEN_LF_PV_1714,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.583959154013119
43575,NE_ELEMENTARY_WALTHAM_PV_1872,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.8564908417787955
43576,GLC_ACUSHNET_PV_1888,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.57298108846006
43577,GLC_ACUSHNET_PV_1889,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.57298108846006
43578,GLC_ACUSHNET_PV_1890,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.57298108846006
43579,GOIS_SOLAR_ONE_PV_2040,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,5.892028849197567
43580,JERICHO WIND,38421.0,Wind,Jericho Power,WIND TURBINE,WND,,59070,97.0356940949052
43586,COMTRAN CABLE-02864PV400DG,38853.0,Solar,DGSC PV400_1 Ralco Way_Cumberland,PHOTOVOLTAIC,SUN,,,2.867167323210495
43587,TRAVIS_HOSPITALITY_PV_2239,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.0393481546638044
43607,COX PRTSMTH-02871PV500DG,38855.0,Solar,DGSC PV500_1060 West Main Rd_Portsmouth,PHOTOVOLTAIC,SUN,,,3.583959154013119
43623,E BRIDGEWATER-02333PV2000NM,38114.0,Solar,East Bridgewater Solar Energy Project,PHOTOVOLTAIC,SUN,,,14.335836616052475
43643,SUNGEN UXBRIDGE1-01569PV950NM,38558.0,Solar,Fall River- Uxbridge,PHOTOVOLTAIC,SUN,,,6.809522392624926
43644,SUNGEN UXBRIDGE2-01569PV950NM,38558.0,Solar,Fall River- Uxbridge,PHOTOVOLTAIC,SUN,,,6.809522392624926
43645,SUNGEN UXBRIDGE3-01569PV950NM,38558.0,Solar,Fall River- Uxbridge,PHOTOVOLTAIC,SUN,,,6.809522392624926
43652,TWN W BRDGEWTR-02379PV1500NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,10.751877462039356
43654,3 COUNTY FAIR ASN-01060PV250NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.7919795770065594
43657,RIPTA - 02907PV300NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1503754924078713
43658,TWN LANCASTER-01523PV500QF,41038.0,Solar,MA_299_0.5 PV_0 LUNENBURG RD_LANCASTER,PHOTOVOLTAIC,SUN,,,3.583959154013119
43659,TWN OF SCITUATE2-02066PV1500NM,41380.0,Solar,MA_377_1.5 PV_280 DRIFTWAY_SCITUATE,PHOTOVOLTAIC,SUN,,,10.751877462039356
43678,DISCOVER MARBLE - 01527PV142NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.0178443997397257
43682,NEXTSUN ENERGY-01516PV3000NM,41376.0,Solar,MA_351_3 PV_436 NE MAIN ST_DOUGLAS,PHOTOVOLTAIC,SUN,,,21.503754924078713
43683,TWN OF SCITUATE1-02066PV1500NM,41378.0,Solar,MA_376_1.5 PV_280 DRIFTWAY_SCITUATE,PHOTOVOLTAIC,SUN,,,10.751877462039356
43684,KEY BOSTON-02038PV2000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.335836616052475
43685,CONANICUT MARINE-02835PV120DG,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.8601501969631485
43687,SUNGEN ORANGE1-01364PV1500NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,10.751877462039356
43688,SUNGEN ORANGE2-01364PV1500NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.583959154013119
43698,NTHBRDGE SOLAR-01560PV1910NM,41374.0,Solar,MA_350_1.91 PV_116 Milford Road_South Grafton,PHOTOVOLTAIC,SUN,,,13.690723968330113
43706,CITY OF LOWELL1-01364PV2000NM,41324.0,Solar,MA_406_2 PV_702 S MAIN ST_ORANGE,PHOTOVOLTAIC,SUN,,,14.335836616052475
43707,CITY OF LOWELL2-01364PV1000NM,41322.0,Solar,MA_405_1 PV_702 S MAIN ST_ORANGE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43709,CITY OF LOWELL 1-01331PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43710,CITY OF LOWELL 2-01331PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43711,CITY OF LOWELL 3-01331PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43716,NEXAMP-02852PV2000DG,38843.0,Solar,DGSC PV2000_338 Compass Circle_North Kingstown,PHOTOVOLTAIC,SUN,,,14.335836616052475
43717,ASSUMPTION-01562PV2000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.335836616052475
43729,GRAFTON WATER-01519PV1500NM,38527.0,Solar,Grafton WD,PHOTOVOLTAIC,SUN,,,10.751877462039356
43734,TOWN EASTON-02375PV1500NM,41184.0,Solar,MA_363_1.5 PV_114 PROSPECT ST_SOUTH EASTON,PHOTOVOLTAIC,SUN,,,10.751877462039356
43750,CANTON HIGH SCHOOL 2009,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.583959154013119
43762,FORBES STREET 1-02914PV3000DG,38842.0,Solar,DGSC PV3000_Forbes St Landfill_East Providence,PHOTOVOLTAIC,SUN,,,21.503754924078713
43840,SOLVENTERRA-01069PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43841,FLAIR ONE-01507PV950NM,41141.0,Solar,MA_305_0.95 PV_0 BAY-PATH RD_CHARLTON,PHOTOVOLTAIC,SUN,,,6.809522392624926
43842,FORRESTALL-01507PV950NM,41143.0,Solar,MA_306_0.95 PV_0 BAY-PATH RD_CHARLTON,PHOTOVOLTAIC,SUN,,,6.809522392624926
43869,FRPV WEST-02720PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43870,FRPV EAST-02720PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43871,SYNAGRO-02895CHP2000QF,,Gas,NO RESOURCE,STEAM TURBINE,NG,,,1.80100760375438
43874,MASS MOCA1-01247PV225NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.6127816193059035
43884,MASS MOCA3 01247PV177NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.268721540520644
43885,NM-HP HOOD AND SONS,38575.0,Solar,Agawam Solar,PHOTOVOLTAIC,SUN,,,10.751877462039356
43886,NM-FRANKLIN COUNTY SHERIFF,38576.0,Solar,Whately,PHOTOVOLTAIC,SUN,,,10.751877462039356
43887,NM-TOWN OF AGAWAM SOLAR,38574.0,Solar,Route 57,PHOTOVOLTAIC,SUN,,,10.751877462039356
43892,SYNCARPHA SOLAR-01740PV4950NM,41356.0,Solar,MA_297_4.95 PV_125 STILL-RIVER RD_BOLTON,PHOTOVOLTAIC,SUN,,,35.48119562472988
43893,HUBBARDSTON-01452PV2000NM,38815.0,Solar,Hubbardston PV,PHOTOVOLTAIC,SUN,,,14.335836616052475
43903,SUNGEN-02720PV2850NM,38551.0,Solar,Fasll River - Innovation,PHOTOVOLTAIC,SUN,,,20.42856717787478
43904,CITY OF METHUEN-01523PV3000NM,41160.0,Solar,MA_296_3 PV_267 BROCKELMAN RD_LANCASTER,PHOTOVOLTAIC,SUN,,,21.503754924078713
43907,PALMER SOLAR-01069PV2000NM,41320.0,Solar,MA_399_2 PV_105 NORTH ST_PALMER,PHOTOVOLTAIC,SUN,,,14.335836616052475
43908,NEXTSUN ENERGY-02370PV2000NM,41319.0,Solar,MA_365_2 PV_880 BEECH ST_ROCKLAND,PHOTOVOLTAIC,SUN,,,14.335836616052475
43915,CITIZENS-02769PV2000NM,38579.0,Solar,Rehoboth,PHOTOVOLTAIC,SUN,,,14.335836616052475
43916,TOWN OF ADAMS-01220PV1000NM,41330.0,Solar,MA_414_1 PV_300 EAST RD_ADAMS,PHOTOVOLTAIC,SUN,,,7.167918308026238
43918,CITY OF LOWELL-01851PV1333NM,41387.0,Solar,MA_427_1.31101 PV_1020 WESTFORD ST_LOWELL,PHOTOVOLTAIC,SUN,,,9.554835104598974
43919,SOLVENTERRA 1-01535PV1000NM,41217.0,Solar,MA_334_1 PV_12A ORCHARD RD_N BROOKFIELD,PHOTOVOLTAIC,SUN,,,7.167918308026238
43920,SOLVENTERRA 2-01535PV1000NM,41043.0,Solar,MA_335_1 PV_12 ORCHARD RD_N BROOKFIELD,PHOTOVOLTAIC,SUN,,,7.167918308026238
43921,COXCOM-02893PV135DG,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.9676689715835421
43922,SOLVENTERRA 4-01083PV1000NM,41340.0,Solar,MA_393_1 PV_414 LITTLE-REST RD_WARREN,PHOTOVOLTAIC,SUN,,,7.167918308026238
43923,PLYMOUTH PUBLIC SCHOOLS-#2062,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,28.67167323210495
43924,TOWN OF DARTMOUTH #1777,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,8.959897885032797
43927,SOUTHERN SKY-CARVER #1 (1997),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43928,SOUTHERN SKY-CARVER #2 (1998),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43929,SOUTHERN SKY-CARVER #4 (2000),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43930,SOUTHERN SKY-CARVER #5 (2001),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43932,SOUTHERN SKY-CARVER #3 (1999),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.167918308026238
43936,SOLVENTERRA 1-01083PV1000NM,41420.0,Solar,MA_389_1 PV_547-A LITTLE-REST RD_WARREN,PHOTOVOLTAIC,SUN,,,7.167918308026238
43937,SOLVENTERRA 2-01083PV1000NM,41409.0,Solar,MA_388_1 PV_547-B LITTLE-REST RD_WARREN,PHOTOVOLTAIC,SUN,,,7.167918308026238
