time,numGenerators,totalCap,adjRatios,cap_rate,LOLE
2024/07/30-13:09:13,1100,58364.779701000036,14.77870835960478,1.5,0.0
2024/07/30-13:09:13,1100,58364.779701000036,0.7557355917525959,1.5,0.0
2024/07/30-13:09:13,1100,58364.779701000036,33.73932993690746,1.5,0.0
