time,numGenerators,totalCap,adjRatios,cap_rate,LOLE
2024/05/28-19:19:23,2585,38389.70230400001,2.687969365509839,1.0,6.0
2024/05/28-19:19:23,2585,38389.70230400001,0.7879408266425412,1.0,6.0
