time,numGenerators,totalCap,adjRatios,cap_rate,LOLE
2024/11/21-16:20:31,1100,60310.27235770006,18.352052794690824,1.5500000000000005,2.0
2024/11/21-16:20:31,1100,60310.27235770006,0.6256432854254054,1.5500000000000005,2.0
2024/11/21-16:20:31,1100,60310.27235770006,33.73932993690746,1.5500000000000005,2.0
