Date,Time,Fuel Category,Gen Mw
01/01/2023,06:50:27,Natural Gas,2986.0
01/01/2023,06:50:27,Nuclear,3369.0
01/01/2023,06:50:27,Oil,0.0
01/01/2023,06:50:27,Other,0.0
01/01/2023,06:50:27,Refuse,337.0
01/01/2023,06:50:27,Solar,1.0
01/01/2023,06:50:27,Wind,656.0
01/01/2023,06:50:27,Wood,231.0
01/01/2023,07:01:06,Coal,0.0
01/01/2023,07:01:06,Hydro,1112.0
01/01/2023,07:01:06,Landfill Gas,36.0
01/01/2023,07:01:06,Natural Gas,3002.0
01/01/2023,07:01:06,Nuclear,3371.0
01/01/2023,07:01:06,Oil,0.0
01/01/2023,07:01:06,Other,17.0
01/01/2023,07:01:06,Refuse,339.0
01/01/2023,07:01:06,Solar,1.0
01/01/2023,07:01:06,Wind,694.0
01/01/2023,07:01:06,Wood,232.0
01/01/2023,07:10:08,Coal,0.0
01/01/2023,07:10:08,Hydro,1111.0
01/01/2023,07:10:08,Landfill Gas,36.0
01/01/2023,07:10:08,Natural Gas,3117.0
01/01/2023,07:10:08,Nuclear,3371.0
01/01/2023,07:10:08,Oil,0.0
01/01/2023,07:10:08,Other,0.0
01/01/2023,07:10:08,Refuse,341.0
01/01/2023,07:10:08,Solar,1.0
01/01/2023,07:10:08,Wind,710.0
01/01/2023,07:10:08,Wood,232.0
01/01/2023,07:20:54,Coal,0.0
01/01/2023,07:20:54,Hydro,1114.0
01/01/2023,07:20:54,Landfill Gas,36.0
01/01/2023,07:20:54,Natural Gas,3075.0
01/01/2023,07:20:54,Nuclear,3370.0
01/01/2023,07:20:54,Oil,0.0
01/01/2023,07:20:54,Other,0.0
01/01/2023,07:20:54,Refuse,337.0
01/01/2023,07:20:54,Solar,2.0
01/01/2023,07:20:54,Wind,708.0
01/01/2023,07:20:54,Wood,230.0
01/01/2023,07:27:11,Coal,0.0
01/01/2023,07:27:11,Hydro,1113.0
01/01/2023,07:27:11,Landfill Gas,36.0
01/01/2023,07:27:11,Natural Gas,3063.0
01/01/2023,07:27:11,Nuclear,3370.0
01/01/2023,07:27:11,Oil,0.0
01/01/2023,07:27:11,Other,1.0
01/01/2023,07:27:11,Refuse,336.0
01/01/2023,07:27:11,Solar,3.0
01/01/2023,07:27:11,Wind,723.0
01/01/2023,07:27:11,Wood,229.0
01/01/2023,07:35:18,Coal,0.0
01/01/2023,07:35:18,Hydro,1114.0
01/01/2023,07:35:18,Landfill Gas,36.0
01/01/2023,07:35:18,Natural Gas,2954.0
01/01/2023,07:35:18,Nuclear,3370.0
01/01/2023,07:35:18,Oil,0.0
01/01/2023,07:35:18,Other,6.0
01/01/2023,07:35:18,Refuse,336.0
01/01/2023,07:35:18,Solar,8.0
01/01/2023,07:35:18,Wind,768.0
01/01/2023,07:35:18,Wood,227.0
01/01/2023,07:45:26,Coal,0.0
01/01/2023,07:45:26,Hydro,1114.0
01/01/2023,07:45:26,Landfill Gas,36.0
01/01/2023,07:45:26,Natural Gas,2966.0
01/01/2023,07:45:26,Nuclear,3370.0
01/01/2023,07:45:26,Oil,0.0
01/01/2023,07:45:26,Other,0.0
01/01/2023,07:45:26,Refuse,342.0
01/01/2023,07:45:26,Solar,13.0
01/01/2023,07:45:26,Wind,815.0
01/01/2023,07:45:26,Wood,227.0
01/01/2023,07:55:04,Coal,0.0
01/01/2023,07:55:04,Hydro,1116.0
01/01/2023,07:55:04,Landfill Gas,36.0
01/01/2023,07:55:04,Natural Gas,3019.0
01/01/2023,07:55:04,Nuclear,3373.0
01/01/2023,07:55:04,Oil,0.0
01/01/2023,07:55:04,Other,0.0
01/01/2023,07:55:04,Refuse,333.0
01/01/2023,07:55:04,Solar,30.0
01/01/2023,07:55:04,Wind,858.0
01/01/2023,07:55:04,Wood,227.0
01/01/2023,07:55:12,Coal,0.0
01/01/2023,07:55:12,Hydro,1116.0
01/01/2023,07:55:12,Landfill Gas,36.0
01/01/2023,07:55:12,Natural Gas,3019.0
01/01/2023,07:55:12,Nuclear,3373.0
01/01/2023,07:55:12,Oil,0.0
01/01/2023,07:55:12,Other,0.0
01/01/2023,07:55:12,Refuse,333.0
01/01/2023,07:55:12,Solar,30.0
01/01/2023,07:55:12,Wind,858.0
01/01/2023,07:55:12,Wood,227.0
01/01/2023,07:56:23,Coal,0.0
01/01/2023,07:56:23,Hydro,1113.0
01/01/2023,07:56:23,Landfill Gas,36.0
01/01/2023,07:56:23,Natural Gas,3015.0
01/01/2023,07:56:23,Nuclear,3373.0
01/01/2023,07:56:23,Oil,0.0
01/01/2023,07:56:23,Other,0.0
01/01/2023,07:56:23,Refuse,334.0
01/01/2023,07:56:23,Solar,32.0
01/01/2023,07:56:23,Wind,871.0
01/01/2023,07:56:23,Wood,227.0
01/01/2023,08:02:33,Coal,0.0
01/01/2023,08:02:33,Hydro,1111.0
01/01/2023,08:02:33,Landfill Gas,36.0
01/01/2023,08:02:33,Natural Gas,2948.0
01/01/2023,08:02:33,Nuclear,3371.0
01/01/2023,08:02:33,Oil,0.0
01/01/2023,08:02:33,Other,0.0
01/01/2023,08:02:33,Refuse,326.0
01/01/2023,08:02:33,Solar,40.0
01/01/2023,08:02:33,Wind,872.0
01/01/2023,08:02:33,Wood,225.0
01/01/2023,08:10:23,Coal,0.0
01/01/2023,08:10:23,Hydro,1122.0
01/01/2023,08:10:23,Landfill Gas,36.0
01/01/2023,08:10:23,Natural Gas,2944.0
01/01/2023,08:10:23,Nuclear,3371.0
01/01/2023,08:10:23,Oil,0.0
01/01/2023,08:10:23,Other,0.0
01/01/2023,08:10:23,Refuse,335.0
01/01/2023,08:10:23,Solar,60.0
01/01/2023,08:10:23,Wind,867.0
01/01/2023,08:10:23,Wood,224.0
01/01/2023,08:19:50,Coal,0.0
01/01/2023,08:19:50,Hydro,1120.0
01/01/2023,08:19:50,Landfill Gas,36.0
01/01/2023,08:19:50,Natural Gas,2842.0
01/01/2023,08:19:50,Nuclear,3373.0
01/01/2023,08:19:50,Oil,0.0
01/01/2023,08:19:50,Other,7.0
01/01/2023,08:19:50,Refuse,337.0
01/01/2023,08:19:50,Solar,77.0
01/01/2023,08:19:50,Wind,813.0
01/01/2023,08:19:50,Wood,226.0
01/01/2023,08:28:30,Coal,0.0
01/01/2023,08:28:30,Hydro,1132.0
01/01/2023,08:28:30,Landfill Gas,36.0
01/01/2023,08:28:30,Natural Gas,2792.0
01/01/2023,08:28:30,Nuclear,3372.0
01/01/2023,08:28:30,Oil,0.0
01/01/2023,08:28:30,Other,0.0
01/01/2023,08:28:30,Refuse,333.0
01/01/2023,08:28:30,Solar,89.0
01/01/2023,08:28:30,Wind,864.0
01/01/2023,08:28:30,Wood,224.0
01/01/2023,08:38:17,Coal,0.0
01/01/2023,08:38:17,Hydro,1142.0
01/01/2023,08:38:17,Landfill Gas,36.0
01/01/2023,08:38:17,Natural Gas,2712.0
01/01/2023,08:38:17,Nuclear,3371.0
01/01/2023,08:38:17,Oil,0.0
01/01/2023,08:38:17,Other,1.0
01/01/2023,08:38:17,Refuse,332.0
01/01/2023,08:38:17,Solar,119.0
01/01/2023,08:38:17,Wind,872.0
01/01/2023,08:38:17,Wood,227.0
01/01/2023,08:46:53,Coal,0.0
01/01/2023,08:46:53,Hydro,1130.0
01/01/2023,08:46:53,Landfill Gas,36.0
01/01/2023,08:46:53,Natural Gas,2724.0
01/01/2023,08:46:53,Nuclear,3371.0
01/01/2023,08:46:53,Oil,0.0
01/01/2023,08:46:53,Other,1.0
01/01/2023,08:46:53,Refuse,332.0
01/01/2023,08:46:53,Solar,118.0
01/01/2023,08:46:53,Wind,860.0
01/01/2023,08:46:53,Wood,227.0
01/01/2023,08:56:48,Coal,0.0
01/01/2023,08:56:48,Hydro,1147.0
01/01/2023,08:56:48,Landfill Gas,36.0
01/01/2023,08:56:48,Natural Gas,2706.0
01/01/2023,08:56:48,Nuclear,3372.0
01/01/2023,08:56:48,Oil,0.0
01/01/2023,08:56:48,Other,2.0
01/01/2023,08:56:48,Refuse,338.0
01/01/2023,08:56:48,Solar,145.0
01/01/2023,08:56:48,Wind,847.0
01/01/2023,08:56:48,Wood,227.0
01/01/2023,09:06:49,Coal,0.0
01/01/2023,09:06:49,Hydro,1075.0
01/01/2023,09:06:49,Landfill Gas,36.0
01/01/2023,09:06:49,Natural Gas,2938.0
01/01/2023,09:06:49,Nuclear,3371.0
01/01/2023,09:06:49,Oil,0.0
01/01/2023,09:06:49,Other,0.0
01/01/2023,09:06:49,Refuse,344.0
01/01/2023,09:06:49,Solar,144.0
01/01/2023,09:06:49,Wind,850.0
01/01/2023,09:06:49,Wood,227.0
01/01/2023,09:19:07,Coal,0.0
01/01/2023,09:19:07,Hydro,1097.0
01/01/2023,09:19:07,Landfill Gas,36.0
01/01/2023,09:19:07,Natural Gas,2985.0
01/01/2023,09:19:07,Nuclear,3371.0
01/01/2023,09:19:07,Oil,0.0
01/01/2023,09:19:07,Other,6.0
01/01/2023,09:19:07,Refuse,341.0
01/01/2023,09:19:07,Solar,171.0
01/01/2023,09:19:07,Wind,835.0
01/01/2023,09:19:07,Wood,227.0
01/01/2023,09:22:18,Coal,0.0
01/01/2023,09:22:18,Hydro,1079.0
01/01/2023,09:22:18,Landfill Gas,36.0
01/01/2023,09:22:18,Natural Gas,2992.0
01/01/2023,09:22:18,Nuclear,3372.0
01/01/2023,09:22:18,Oil,0.0
01/01/2023,09:22:18,Other,0.0
01/01/2023,09:22:18,Refuse,343.0
01/01/2023,09:22:18,Solar,171.0
01/01/2023,09:22:18,Wind,828.0
01/01/2023,09:22:18,Wood,228.0
01/01/2023,09:28:04,Coal,0.0
01/01/2023,09:28:04,Hydro,1079.0
01/01/2023,09:28:04,Landfill Gas,36.0
01/01/2023,09:28:04,Natural Gas,2992.0
01/01/2023,09:28:04,Nuclear,3372.0
01/01/2023,09:28:04,Oil,0.0
01/01/2023,09:28:04,Other,0.0
01/01/2023,09:28:04,Refuse,343.0
01/01/2023,09:28:04,Solar,171.0
01/01/2023,09:28:04,Wind,828.0
01/01/2023,09:28:04,Wood,228.0
01/01/2023,09:35:19,Coal,4.0
01/01/2023,09:35:19,Hydro,1088.0
01/01/2023,09:35:19,Landfill Gas,36.0
01/01/2023,09:35:19,Natural Gas,2948.0
01/01/2023,09:35:19,Nuclear,3371.0
01/01/2023,09:35:19,Oil,0.0
01/01/2023,09:35:19,Other,1.0
01/01/2023,09:35:19,Refuse,343.0
01/01/2023,09:35:19,Solar,226.0
01/01/2023,09:35:19,Wind,839.0
01/01/2023,09:35:19,Wood,224.0
01/01/2023,09:40:26,Coal,5.0
01/01/2023,09:40:26,Hydro,1050.0
01/01/2023,09:40:26,Landfill Gas,36.0
01/01/2023,09:40:26,Natural Gas,2924.0
01/01/2023,09:40:26,Nuclear,3372.0
01/01/2023,09:40:26,Oil,0.0
01/01/2023,09:40:26,Other,3.0
01/01/2023,09:40:26,Refuse,335.0
01/01/2023,09:40:26,Solar,248.0
01/01/2023,09:40:26,Wind,803.0
01/01/2023,09:40:26,Wood,225.0
01/01/2023,09:51:14,Coal,7.0
01/01/2023,09:51:14,Hydro,1053.0
01/01/2023,09:51:14,Landfill Gas,36.0
01/01/2023,09:51:14,Natural Gas,2903.0
01/01/2023,09:51:14,Nuclear,3370.0
01/01/2023,09:51:14,Oil,0.0
01/01/2023,09:51:14,Other,2.0
01/01/2023,09:51:14,Refuse,342.0
01/01/2023,09:51:14,Solar,270.0
01/01/2023,09:51:14,Wind,760.0
01/01/2023,09:51:14,Wood,222.0
01/01/2023,09:55:43,Coal,6.0
01/01/2023,09:55:43,Hydro,1051.0
01/01/2023,09:55:43,Landfill Gas,36.0
01/01/2023,09:55:43,Natural Gas,2889.0
01/01/2023,09:55:43,Nuclear,3370.0
01/01/2023,09:55:43,Oil,0.0
01/01/2023,09:55:43,Other,2.0
01/01/2023,09:55:43,Refuse,344.0
01/01/2023,09:55:43,Solar,264.0
01/01/2023,09:55:43,Wind,763.0
01/01/2023,09:55:43,Wood,221.0
01/01/2023,09:58:33,Coal,6.0
01/01/2023,09:58:33,Hydro,1051.0
01/01/2023,09:58:33,Landfill Gas,36.0
01/01/2023,09:58:33,Natural Gas,2889.0
01/01/2023,09:58:33,Nuclear,3370.0
01/01/2023,09:58:33,Oil,0.0
01/01/2023,09:58:33,Other,2.0
01/01/2023,09:58:33,Refuse,344.0
01/01/2023,09:58:33,Solar,264.0
01/01/2023,09:58:33,Wind,763.0
01/01/2023,09:58:33,Wood,221.0
01/01/2023,10:09:13,Coal,7.0
01/01/2023,10:09:13,Hydro,1022.0
01/01/2023,10:09:13,Landfill Gas,36.0
01/01/2023,10:09:13,Natural Gas,3010.0
01/01/2023,10:09:13,Nuclear,3370.0
01/01/2023,10:09:13,Oil,0.0
01/01/2023,10:09:13,Other,7.0
01/01/2023,10:09:13,Refuse,336.0
01/01/2023,10:09:13,Solar,277.0
01/01/2023,10:09:13,Wind,692.0
01/01/2023,10:09:13,Wood,222.0
01/01/2023,10:19:44,Coal,3.0
01/01/2023,10:19:44,Hydro,1006.0
01/01/2023,10:19:44,Landfill Gas,36.0
01/01/2023,10:19:44,Natural Gas,3033.0
01/01/2023,10:19:44,Nuclear,3370.0
01/01/2023,10:19:44,Oil,0.0
01/01/2023,10:19:44,Other,3.0
01/01/2023,10:19:44,Refuse,335.0
01/01/2023,10:19:44,Solar,294.0
01/01/2023,10:19:44,Wind,782.0
01/01/2023,10:19:44,Wood,222.0
01/01/2023,10:22:49,Coal,1.0
01/01/2023,10:22:49,Hydro,1009.0
01/01/2023,10:22:49,Landfill Gas,36.0
01/01/2023,10:22:49,Natural Gas,3016.0
01/01/2023,10:22:49,Nuclear,3371.0
01/01/2023,10:22:49,Oil,0.0
01/01/2023,10:22:49,Other,2.0
01/01/2023,10:22:49,Refuse,333.0
01/01/2023,10:22:49,Solar,297.0
01/01/2023,10:22:49,Wind,773.0
01/01/2023,10:22:49,Wood,221.0
01/01/2023,10:30:03,Coal,4.0
01/01/2023,10:30:03,Hydro,1038.0
01/01/2023,10:30:03,Landfill Gas,36.0
01/01/2023,10:30:03,Natural Gas,2997.0
01/01/2023,10:30:03,Nuclear,3371.0
01/01/2023,10:30:03,Oil,0.0
01/01/2023,10:30:03,Other,7.0
01/01/2023,10:30:03,Refuse,328.0
01/01/2023,10:30:03,Solar,321.0
01/01/2023,10:30:03,Wind,901.0
01/01/2023,10:30:03,Wood,218.0
01/01/2023,10:36:40,Coal,9.0
01/01/2023,10:36:40,Hydro,1070.0
01/01/2023,10:36:40,Landfill Gas,36.0
01/01/2023,10:36:40,Natural Gas,3021.0
01/01/2023,10:36:40,Nuclear,3370.0
01/01/2023,10:36:40,Oil,0.0
01/01/2023,10:36:40,Other,38.0
01/01/2023,10:36:40,Refuse,337.0
01/01/2023,10:36:40,Solar,312.0
01/01/2023,10:36:40,Wind,850.0
01/01/2023,10:36:40,Wood,219.0
01/01/2023,10:45:03,Coal,8.0
01/01/2023,10:45:03,Hydro,1071.0
01/01/2023,10:45:03,Landfill Gas,36.0
01/01/2023,10:45:03,Natural Gas,3097.0
01/01/2023,10:45:03,Nuclear,3370.0
01/01/2023,10:45:03,Oil,0.0
01/01/2023,10:45:03,Other,2.0
01/01/2023,10:45:03,Refuse,330.0
01/01/2023,10:45:03,Solar,323.0
01/01/2023,10:45:03,Wind,885.0
01/01/2023,10:45:03,Wood,220.0
01/01/2023,10:47:11,Coal,7.0
01/01/2023,10:47:11,Hydro,1067.0
01/01/2023,10:47:11,Landfill Gas,36.0
01/01/2023,10:47:11,Natural Gas,3099.0
01/01/2023,10:47:11,Nuclear,3370.0
01/01/2023,10:47:11,Oil,0.0
01/01/2023,10:47:11,Other,1.0
01/01/2023,10:47:11,Refuse,332.0
01/01/2023,10:47:11,Solar,313.0
01/01/2023,10:47:11,Wind,893.0
01/01/2023,10:47:11,Wood,219.0
01/01/2023,10:55:59,Coal,9.0
01/01/2023,10:55:59,Hydro,1064.0
01/01/2023,10:55:59,Landfill Gas,36.0
01/01/2023,10:55:59,Natural Gas,3166.0
01/01/2023,10:55:59,Nuclear,3371.0
01/01/2023,10:55:59,Oil,0.0
01/01/2023,10:55:59,Other,2.0
01/01/2023,10:55:59,Refuse,339.0
01/01/2023,10:55:59,Solar,328.0
01/01/2023,10:55:59,Wind,915.0
01/01/2023,10:55:59,Wood,225.0
01/01/2023,11:04:33,Coal,7.0
01/01/2023,11:04:33,Hydro,933.0
01/01/2023,11:04:33,Landfill Gas,36.0
01/01/2023,11:04:33,Natural Gas,3294.0
01/01/2023,11:04:33,Nuclear,3371.0
01/01/2023,11:04:33,Oil,0.0
01/01/2023,11:04:33,Other,1.0
01/01/2023,11:04:33,Refuse,338.0
01/01/2023,11:04:33,Solar,304.0
01/01/2023,11:04:33,Wind,943.0
01/01/2023,11:04:33,Wood,223.0
01/01/2023,11:13:24,Coal,9.0
01/01/2023,11:13:24,Hydro,932.0
01/01/2023,11:13:24,Landfill Gas,36.0
01/01/2023,11:13:24,Natural Gas,3295.0
01/01/2023,11:13:24,Nuclear,3370.0
01/01/2023,11:13:24,Oil,0.0
01/01/2023,11:13:24,Other,1.0
01/01/2023,11:13:24,Refuse,340.0
01/01/2023,11:13:24,Solar,282.0
01/01/2023,11:13:24,Wind,965.0
01/01/2023,11:13:24,Wood,227.0
01/01/2023,11:23:41,Coal,9.0
01/01/2023,11:23:41,Hydro,932.0
01/01/2023,11:23:41,Landfill Gas,36.0
01/01/2023,11:23:41,Natural Gas,3295.0
01/01/2023,11:23:41,Nuclear,3370.0
01/01/2023,11:23:41,Oil,0.0
01/01/2023,11:23:41,Other,1.0
01/01/2023,11:23:41,Refuse,340.0
01/01/2023,11:23:41,Solar,282.0
01/01/2023,11:23:41,Wind,965.0
01/01/2023,11:23:41,Wood,227.0
01/01/2023,11:30:02,Coal,6.0
01/01/2023,11:30:02,Hydro,941.0
01/01/2023,11:30:02,Landfill Gas,36.0
01/01/2023,11:30:02,Natural Gas,3330.0
01/01/2023,11:30:02,Nuclear,3370.0
01/01/2023,11:30:02,Oil,0.0
01/01/2023,11:30:02,Other,1.0
01/01/2023,11:30:02,Refuse,333.0
01/01/2023,11:30:02,Solar,291.0
01/01/2023,11:30:02,Wind,987.0
01/01/2023,11:30:02,Wood,229.0
01/01/2023,11:42:06,Coal,8.0
01/01/2023,11:42:06,Hydro,943.0
01/01/2023,11:42:06,Landfill Gas,36.0
01/01/2023,11:42:06,Natural Gas,3216.0
01/01/2023,11:42:06,Nuclear,3372.0
01/01/2023,11:42:06,Oil,0.0
01/01/2023,11:42:06,Other,18.0
01/01/2023,11:42:06,Refuse,328.0
01/01/2023,11:42:06,Solar,245.0
01/01/2023,11:42:06,Wind,957.0
01/01/2023,11:42:06,Wood,230.0
01/01/2023,11:47:54,Coal,6.0
01/01/2023,11:47:54,Hydro,943.0
01/01/2023,11:47:54,Landfill Gas,36.0
01/01/2023,11:47:54,Natural Gas,3352.0
01/01/2023,11:47:54,Nuclear,3371.0
01/01/2023,11:47:54,Oil,0.0
01/01/2023,11:47:54,Other,17.0
01/01/2023,11:47:54,Refuse,344.0
01/01/2023,11:47:54,Solar,251.0
01/01/2023,11:47:54,Wind,965.0
01/01/2023,11:47:54,Wood,228.0
01/01/2023,11:56:50,Coal,0.0
01/01/2023,11:56:50,Hydro,945.0
01/01/2023,11:56:50,Landfill Gas,36.0
01/01/2023,11:56:50,Natural Gas,3736.0
01/01/2023,11:56:50,Nuclear,3371.0
01/01/2023,11:56:50,Oil,0.0
01/01/2023,11:56:50,Other,2.0
01/01/2023,11:56:50,Refuse,330.0
01/01/2023,11:56:50,Solar,251.0
01/01/2023,11:56:50,Wind,955.0
01/01/2023,11:56:50,Wood,229.0
01/01/2023,12:04:17,Coal,0.0
01/01/2023,12:04:17,Hydro,950.0
01/01/2023,12:04:17,Landfill Gas,36.0
01/01/2023,12:04:17,Natural Gas,3661.0
01/01/2023,12:04:17,Nuclear,3371.0
01/01/2023,12:04:17,Oil,0.0
01/01/2023,12:04:17,Other,18.0
01/01/2023,12:04:17,Refuse,339.0
01/01/2023,12:04:17,Solar,259.0
01/01/2023,12:04:17,Wind,967.0
01/01/2023,12:04:17,Wood,229.0
01/01/2023,12:04:26,Coal,0.0
01/01/2023,12:04:26,Hydro,950.0
01/01/2023,12:04:26,Landfill Gas,36.0
01/01/2023,12:04:26,Natural Gas,3661.0
01/01/2023,12:04:26,Nuclear,3371.0
01/01/2023,12:04:26,Oil,0.0
01/01/2023,12:04:26,Other,18.0
01/01/2023,12:04:26,Refuse,339.0
01/01/2023,12:04:26,Solar,259.0
01/01/2023,12:04:26,Wind,967.0
01/01/2023,12:04:26,Wood,229.0
01/01/2023,12:06:57,Coal,0.0
01/01/2023,12:06:57,Hydro,949.0
01/01/2023,12:06:57,Landfill Gas,36.0
01/01/2023,12:06:57,Natural Gas,3736.0
01/01/2023,12:06:57,Nuclear,3372.0
01/01/2023,12:06:57,Oil,0.0
01/01/2023,12:06:57,Other,4.0
01/01/2023,12:06:57,Refuse,341.0
01/01/2023,12:06:57,Solar,281.0
01/01/2023,12:06:57,Wind,954.0
01/01/2023,12:06:57,Wood,231.0
01/01/2023,12:18:22,Coal,1.0
01/01/2023,12:18:22,Hydro,949.0
01/01/2023,12:18:22,Landfill Gas,36.0
01/01/2023,12:18:22,Natural Gas,3623.0
01/01/2023,12:18:22,Nuclear,3372.0
01/01/2023,12:18:22,Oil,0.0
01/01/2023,12:18:22,Other,15.0
01/01/2023,12:18:22,Refuse,344.0
01/01/2023,12:18:22,Solar,260.0
01/01/2023,12:18:22,Wind,954.0
01/01/2023,12:18:22,Wood,232.0
01/01/2023,12:18:26,Coal,1.0
01/01/2023,12:18:26,Hydro,949.0
01/01/2023,12:18:26,Landfill Gas,36.0
01/01/2023,12:18:26,Natural Gas,3623.0
01/01/2023,12:18:26,Nuclear,3372.0
01/01/2023,12:18:26,Oil,0.0
01/01/2023,12:18:26,Other,15.0
01/01/2023,12:18:26,Refuse,344.0
01/01/2023,12:18:26,Solar,260.0
01/01/2023,12:18:26,Wind,954.0
01/01/2023,12:18:26,Wood,232.0
01/01/2023,12:24:44,Coal,2.0
01/01/2023,12:24:44,Hydro,948.0
01/01/2023,12:24:44,Landfill Gas,36.0
01/01/2023,12:24:44,Natural Gas,3617.0
01/01/2023,12:24:44,Nuclear,3371.0
01/01/2023,12:24:44,Oil,0.0
01/01/2023,12:24:44,Other,16.0
01/01/2023,12:24:44,Refuse,341.0
01/01/2023,12:24:44,Solar,239.0
01/01/2023,12:24:44,Wind,958.0
01/01/2023,12:24:44,Wood,231.0
01/01/2023,12:26:01,Coal,1.0
01/01/2023,12:26:01,Hydro,948.0
01/01/2023,12:26:01,Landfill Gas,36.0
01/01/2023,12:26:01,Natural Gas,3629.0
01/01/2023,12:26:01,Nuclear,3371.0
01/01/2023,12:26:01,Oil,0.0
01/01/2023,12:26:01,Other,11.0
01/01/2023,12:26:01,Refuse,344.0
01/01/2023,12:26:01,Solar,213.0
01/01/2023,12:26:01,Wind,948.0
01/01/2023,12:26:01,Wood,230.0
01/01/2023,12:33:36,Coal,0.0
01/01/2023,12:33:36,Hydro,947.0
01/01/2023,12:33:36,Landfill Gas,37.0
01/01/2023,12:33:36,Natural Gas,3908.0
01/01/2023,12:33:36,Nuclear,3371.0
01/01/2023,12:33:36,Oil,0.0
01/01/2023,12:33:36,Other,2.0
01/01/2023,12:33:36,Refuse,337.0
01/01/2023,12:33:36,Solar,211.0
01/01/2023,12:33:36,Wind,946.0
01/01/2023,12:33:36,Wood,230.0
01/01/2023,12:44:33,Coal,0.0
01/01/2023,12:44:33,Hydro,946.0
01/01/2023,12:44:33,Landfill Gas,36.0
01/01/2023,12:44:33,Natural Gas,3808.0
01/01/2023,12:44:33,Nuclear,3371.0
01/01/2023,12:44:33,Oil,0.0
01/01/2023,12:44:33,Other,2.0
01/01/2023,12:44:33,Refuse,346.0
01/01/2023,12:44:33,Solar,206.0
01/01/2023,12:44:33,Wind,931.0
01/01/2023,12:44:33,Wood,230.0
01/01/2023,12:55:01,Coal,0.0
01/01/2023,12:55:01,Hydro,945.0
01/01/2023,12:55:01,Landfill Gas,36.0
01/01/2023,12:55:01,Natural Gas,3583.0
01/01/2023,12:55:01,Nuclear,3372.0
01/01/2023,12:55:01,Oil,0.0
01/01/2023,12:55:01,Other,26.0
01/01/2023,12:55:01,Refuse,346.0
01/01/2023,12:55:01,Solar,209.0
01/01/2023,12:55:01,Wind,918.0
01/01/2023,12:55:01,Wood,228.0
01/01/2023,12:55:11,Coal,0.0
01/01/2023,12:55:11,Hydro,944.0
01/01/2023,12:55:11,Landfill Gas,36.0
01/01/2023,12:55:11,Natural Gas,3582.0
01/01/2023,12:55:11,Nuclear,3372.0
01/01/2023,12:55:11,Oil,0.0
01/01/2023,12:55:11,Other,20.0
01/01/2023,12:55:11,Refuse,345.0
01/01/2023,12:55:11,Solar,213.0
01/01/2023,12:55:11,Wind,916.0
01/01/2023,12:55:11,Wood,229.0
01/01/2023,13:05:18,Coal,0.0
01/01/2023,13:05:18,Hydro,957.0
01/01/2023,13:05:18,Landfill Gas,36.0
01/01/2023,13:05:18,Natural Gas,3354.0
01/01/2023,13:05:18,Nuclear,3371.0
01/01/2023,13:05:18,Oil,0.0
01/01/2023,13:05:18,Other,4.0
01/01/2023,13:05:18,Refuse,335.0
01/01/2023,13:05:18,Solar,245.0
01/01/2023,13:05:18,Wind,888.0
01/01/2023,13:05:18,Wood,228.0
01/01/2023,13:15:57,Coal,4.0
01/01/2023,13:15:57,Hydro,957.0
01/01/2023,13:15:57,Landfill Gas,35.0
01/01/2023,13:15:57,Natural Gas,3346.0
01/01/2023,13:15:57,Nuclear,3371.0
01/01/2023,13:15:57,Oil,0.0
01/01/2023,13:15:57,Other,2.0
01/01/2023,13:15:57,Refuse,336.0
01/01/2023,13:15:57,Solar,245.0
01/01/2023,13:15:57,Wind,884.0
01/01/2023,13:15:57,Wood,230.0
01/01/2023,13:16:02,Coal,4.0
01/01/2023,13:16:02,Hydro,957.0
01/01/2023,13:16:02,Landfill Gas,35.0
01/01/2023,13:16:02,Natural Gas,3346.0
01/01/2023,13:16:02,Nuclear,3371.0
01/01/2023,13:16:02,Oil,0.0
01/01/2023,13:16:02,Other,2.0
01/01/2023,13:16:02,Refuse,336.0
01/01/2023,13:16:02,Solar,245.0
01/01/2023,13:16:02,Wind,884.0
01/01/2023,13:16:02,Wood,230.0
01/01/2023,13:17:45,Coal,3.0
01/01/2023,13:17:45,Hydro,956.0
01/01/2023,13:17:45,Landfill Gas,35.0
01/01/2023,13:17:45,Natural Gas,3348.0
01/01/2023,13:17:45,Nuclear,3371.0
01/01/2023,13:17:45,Oil,0.0
01/01/2023,13:17:45,Other,2.0
01/01/2023,13:17:45,Refuse,336.0
01/01/2023,13:17:45,Solar,256.0
01/01/2023,13:17:45,Wind,866.0
01/01/2023,13:17:45,Wood,229.0
01/01/2023,13:27:00,Coal,3.0
01/01/2023,13:27:00,Hydro,957.0
01/01/2023,13:27:00,Landfill Gas,35.0
01/01/2023,13:27:00,Natural Gas,3345.0
01/01/2023,13:27:00,Nuclear,3372.0
01/01/2023,13:27:00,Oil,0.0
01/01/2023,13:27:00,Other,8.0
01/01/2023,13:27:00,Refuse,345.0
01/01/2023,13:27:00,Solar,252.0
01/01/2023,13:27:00,Wind,836.0
01/01/2023,13:27:00,Wood,230.0
01/01/2023,13:35:31,Coal,1.0
01/01/2023,13:35:31,Hydro,956.0
01/01/2023,13:35:31,Landfill Gas,35.0
01/01/2023,13:35:31,Natural Gas,3340.0
01/01/2023,13:35:31,Nuclear,3372.0
01/01/2023,13:35:31,Oil,0.0
01/01/2023,13:35:31,Other,12.0
