ID,Name,Type,Fuel Type,Generating Fuel Type,State,Summer Qual,Winter Qual,FCA Qual,June,July,August,September,October,November,December,January,February,March,April,May
420,FRANKLIN DRIVE 10,Generator,Oil,Kerosene,CT,15.417,20.527,15.417,15.417,15.417,15.417,15.417,15.417,15.417,15.417,15.417,15.417,15.417,15.417,15.417
421,FRONT STREET DIESELS 1-3,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
424,GREAT LAKES - MILLINOCKET,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,100.108,101.458,100.108,100.108,100.108,100.108,100.108,100.108,100.108,100.108,100.108,100.108,100.108,100.108,100.108
426,GORGE 1 DIESEL,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",VT,7.749,11.0,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749,7.749
427,GORHAM,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,0.839,1.538,0.839,0.25,0.25,0.25,0.25,0.458,0.458,0.458,0.458,0.458,0.458,0.458,0.458
432,HARRIS 1,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,16.79,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776
433,HARRIS 2,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,34.865,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5
434,HARRIS 3,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,34.0,33.905,33.905,33.905,33.905,33.905,33.905,33.905,33.905,33.905,33.905,33.905,33.905,33.905,33.905
435,HARRIMAN,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,40.798,38.471,38.765,38.765,38.765,38.765,38.765,38.471,38.471,38.471,38.471,38.471,38.471,38.471,38.471
436,HEMPHILL 1,Generator,Refuse/Woods,Wood/Wood Waste Solids.,NH,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
440,HIRAM,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,10.067,11.24,10.067,10.067,10.067,10.067,10.067,10.067,10.067,10.067,10.067,10.067,10.067,10.067,10.067
445,COVANTA WEST ENFIELD,Generator,Refuse/Woods,Wood/Wood Waste Solids.,ME,20.461,21.446,20.461,20.461,20.461,20.461,20.461,20.461,20.461,20.461,20.461,20.461,20.461,20.461,20.461
446,COVANTA JONESBORO,Generator,Refuse/Woods,Wood/Wood Waste Solids.,ME,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226,20.226
449,JACKMAN,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,3.6,3.541,3.541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
452,KENDALL JET 1,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,18.0,22.4,18.0,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776,16.776
457,LAWRENCE HYDRO,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,4.644,9.941,4.644,4.644,4.644,4.644,4.644,9.941,9.941,9.941,9.941,9.941,9.941,9.941,9.941
460,LOCKWOOD,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,3.159,3.919,3.159,3.159,3.159,3.159,3.159,3.919,3.919,3.919,3.919,3.919,3.919,3.919,3.919
462,LISBON RESOURCE RECOVERY,Generator,Refuse/Woods,Municipal Solid Waste,CT,13.309,13.275,13.309,13.309,13.309,13.309,13.309,13.275,13.275,13.275,13.275,13.275,13.275,13.275,13.275
463,AEI LIVERMORE,Generator,Refuse/Woods,Wood/Wood Waste Solids.,ME,35.3,35.63,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,LOST NATION,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",NH,13.85,17.992,13.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,DEERFIELD 2 LWR DRFIELD,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,18.58,18.667,18.58,18.58,18.58,18.58,18.58,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667
467,MARBLEHEAD DIESELS,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
468,MARSHFIELD 6 HYDRO,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,4.508,4.405,4.405,4.405,4.405,4.405,4.405,4.405,4.405,4.405,4.405,4.405,4.405,4.405,4.405
472,M STREET JET,Generator,Oil,Kerosene,MA,47.0,67.2,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
473,MCINDOES,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,10.17,10.764,10.17,10.17,10.17,10.17,10.17,10.17,10.17,10.17,10.17,10.17,10.17,10.17,10.17
474,J C MCNEIL,Generator,Refuse/Woods,Wood/Wood Waste Solids.,VT,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
478,MIDDLETOWN 10,Generator,Oil,Jet Fuel,CT,15.515,20.015,15.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,MIDDLETOWN 2,Generator,Oil,Residual Fuel Oil Bunker C,CT,346.91,364.398,346.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,MIDDLETOWN 4,Generator,Oil,Residual Fuel Oil Bunker C,CT,399.923,402.0,399.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,MILLSTONE POINT 2,Generator,Nuclear,"Nuclear Uranium, Plutonium, Thorium",CT,859.093,859.038,859.038,859.038,859.038,859.038,859.038,859.038,859.038,859.038,859.038,859.038,859.038,859.038,859.038
485,MILLSTONE POINT 3,Generator,Nuclear,"Nuclear Uranium, Plutonium, Thorium",CT,1225.0,1233.633,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0
486,MILFORD POWER,Generator,Gas,Natural Gas,MA,202.0,216.73,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0
487,Worumbo Hydro,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,6.075,10.98,6.075,6.075,6.075,6.075,6.075,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98
489,MERRIMACK 1,Generator,Coal,Anthracite Coal and Bituminous Coal,NH,108.0,108.05,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
490,MERRIMACK 2,Generator,Coal,Anthracite Coal and Bituminous Coal,NH,330.0,330.513,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0
492,MONTVILLE 10 and 11,Generator,Oil,Kerosene,CT,5.296,5.354,5.296,5.296,5.296,5.296,5.296,5.296,5.296,5.296,5.296,5.296,5.296,5.296,5.296
493,MONTVILLE 5,Generator,Oil,Residual Fuel Oil Bunker C,CT,81.0,81.59,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
494,MONTVILLE 6,Generator,Oil,Residual Fuel Oil Bunker C,CT,399.302,406.659,399.302,399.302,399.302,399.302,399.302,399.302,399.302,399.302,399.302,399.302,399.302,399.302,399.302
495,MONTY,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96
496,MOORE,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,193.632,195.644,193.632,193.632,193.632,193.632,193.632,193.632,193.632,193.632,193.632,193.632,193.632,193.632,193.632
497,MASS POWER,Generator,Gas,Natural Gas,MA,245.259,276.0,245.259,175.69,175.69,175.69,175.69,175.69,175.69,175.69,175.69,175.69,175.69,175.69,175.69
507,NEA BELLINGHAM,Generator,Gas,Natural Gas,MA,282.865,320.519,282.865,282.865,282.865,282.865,282.865,282.865,282.865,282.865,282.865,282.865,282.865,282.865,282.865
508,NEWINGTON 1,Generator,Oil,Residual Fuel Oil Bunker C,NH,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2,400.2
513,NEW HAVEN HARBOR,Generator,Oil,Residual Fuel Oil Bunker C,CT,447.118,439.585,447.118,447.118,447.118,447.118,447.118,439.585,439.585,439.585,439.585,439.585,439.585,439.585,439.585
515,NORWICH JET,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",CT,15.255,18.8,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255
527,OGDEN-MARTIN 1,Generator,Refuse/Woods,Municipal Solid Waste,MA,39.674,42.692,39.674,39.674,39.674,39.674,39.674,42.692,42.692,42.692,42.692,42.692,42.692,42.692,42.692
528,OCEAN ST PWR GT1 GT2 ST1,Generator,Gas,Natural Gas,RI,270.901,316.901,270.901,270.901,270.901,270.901,270.901,270.901,270.901,270.901,270.901,270.901,270.901,270.901,270.901
529,OCEAN ST PWR GT3 GT4 ST2,Generator,Gas,Natural Gas,RI,270.18,318.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18,270.18
532,PEJEPSCOT,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,4.792,8.925,4.792,4.792,4.792,4.792,4.792,8.925,8.925,8.925,8.925,8.925,8.925,8.925,8.925
536,PERC-ORRINGTON 1,Generator,Refuse/Woods,Municipal Solid Waste,ME,19.427,20.569,19.427,19.427,19.427,19.427,19.427,20.569,20.569,20.569,20.569,20.569,20.569,20.569,20.569
539,PONTOOK HYDRO,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,4.03,7.124,4.03,4.03,4.03,4.03,4.03,7.124,7.124,7.124,7.124,7.124,7.124,7.124,7.124
540,POTTER 2 CC,Generator,Gas,Natural Gas,MA,71.998,89.998,71.998,71.998,71.998,71.998,71.998,71.998,71.998,71.998,71.998,71.998,71.998,71.998,71.998
541,PROCTOR,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,2.189,5.02,2.189,2.189,2.189,2.189,2.189,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02
542,ECO MAINE,Generator,Refuse/Woods,Municipal Solid Waste,ME,11.004,10.576,11.004,11.004,11.004,11.004,11.004,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576
546,RESCO SAUGUS,Generator,Refuse/Woods,Municipal Solid Waste,MA,30.845,30.114,30.114,30.114,30.114,30.114,30.114,30.114,30.114,30.114,30.114,30.114,30.114,30.114,30.114
547,WHEELABRATOR NORTH ANDOVER,Generator,Refuse/Woods,Municipal Solid Waste,MA,29.722,30.067,29.722,29.722,29.722,29.722,29.722,29.722,29.722,29.722,29.722,29.722,29.722,29.722,29.722
549,RUTLAND 5 GT,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",VT,7.919,12.203,7.919,7.919,7.919,7.919,7.919,7.919,7.919,7.919,7.919,7.919,7.919,7.919,7.919
555,SEABROOK,Generator,Nuclear,"Nuclear Uranium, Plutonium, Thorium",NH,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075,1249.075
556,SCHILLER 4,Generator,Coal,Anthracite Coal and Bituminous Coal,NH,47.5,48.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,SCHILLER 5,Generator,Refuse/Woods,Wood/Wood Waste Solids.,NH,43.082,42.594,42.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,SCHILLER 6,Generator,Coal,Anthracite Coal and Bituminous Coal,NH,47.82,47.948,47.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,SCHILLER CT 1,Generator,Oil,Kerosene,NH,17.621,18.5,17.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,SEARSBURG,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,4.451,4.567,4.451,4.451,4.451,4.451,4.451,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.567
562,SECREC-PRESTON,Generator,Refuse/Woods,Municipal Solid Waste,CT,15.97,16.101,15.97,15.97,15.97,15.97,15.97,16.101,16.101,16.101,16.101,16.101,16.101,16.101,16.101
563,SEMASS 1,Generator,Refuse/Woods,Municipal Solid Waste,MA,46.955,49.349,46.955,46.955,46.955,46.955,46.955,49.349,49.349,49.349,49.349,49.349,49.349,49.349,49.349
564,SEMASS 2,Generator,Refuse/Woods,Municipal Solid Waste,MA,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
565,SHELDON SPRINGS,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,2.423,7.936,2.423,2.423,2.423,2.423,2.423,7.936,7.936,7.936,7.936,7.936,7.936,7.936,7.936
566,SHEPAUG,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,41.511,42.523,41.511,41.511,41.511,41.511,41.511,41.511,41.511,41.511,41.511,41.511,41.511,41.511,41.511
567,SHERMAN,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,6.154,6.22,6.154,6.154,6.154,6.154,6.154,6.22,6.22,6.22,6.22,6.22,6.22,6.22,6.22
569,SKELTON,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
570,SMITH,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,8.612,14.477,8.612,3.01,3.01,3.01,3.01,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06
580,SO. MEADOW 5,Generator,Refuse/Woods,Municipal Solid Waste,CT,18.761,19.253,18.761,18.761,18.761,18.761,18.761,19.253,19.253,19.253,19.253,19.253,19.253,19.253,19.253
581,SO. MEADOW 6,Generator,Refuse/Woods,Municipal Solid Waste,CT,18.994,21.548,18.994,18.994,18.994,18.994,18.994,21.548,21.548,21.548,21.548,21.548,21.548,21.548,21.548
583,STONY BROOK 2A,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,67.0,87.0,67.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
584,STONY BROOK 2B,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,65.0,85.0,65.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
587,STEVENSON,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,28.311,28.844,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311,28.311
590,BORALEX STRATTON ENERGY,Generator,Refuse/Woods,Wood/Wood Waste Solids.,ME,45.024,44.363,44.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,"SAPPI NORTH AMERICA, INC",Generator,Refuse/Woods,Wood/Wood Waste Solids.,ME,42.59,49.1,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59,42.59
592,TAMWORTH,Generator,Refuse/Woods,Wood/Wood Waste Solids.,NH,20.387,19.541,19.541,19.541,19.541,19.541,19.541,19.541,19.541,19.541,19.541,19.541,19.541,19.541,19.541
595,TORRINGTON TERMINAL 10,Generator,Oil,Kerosene,CT,15.638,20.748,15.638,15.638,15.638,15.638,15.638,15.638,15.638,15.638,15.638,15.638,15.638,15.638,15.638
596,TUNNEL 10,Generator,Oil,Kerosene,CT,16.339,18.114,16.339,16.339,16.339,16.339,16.339,16.339,16.339,16.339,16.339,16.339,16.339,16.339,16.339
598,VERGENNES 5 and 6 DIESELS,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",VT,3.94,4.24,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
599,VERNON,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9
612,WATERS RIVER JET 1,Generator,Gas,Natural Gas,MA,15.974,21.974,15.974,15.974,15.974,15.974,15.974,15.974,15.974,15.974,15.974,15.974,15.974,15.974,15.974
613,WATERS RIVER JET 2,Generator,Gas,Natural Gas,MA,30.381,44.046,30.381,30.381,30.381,30.381,30.381,30.381,30.381,30.381,30.381,30.381,30.381,30.381,30.381
614,WATERBURY 22,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,0.034,3.0,0.034,0.034,0.034,0.034,0.034,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
616,WEST ENFIELD,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,7.429,12.101,7.429,7.429,7.429,7.429,7.429,12.101,12.101,12.101,12.101,12.101,12.101,12.101,12.101
617,WESTON,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,7.81,10.206,7.81,7.81,7.81,7.81,7.81,10.206,10.206,10.206,10.206,10.206,10.206,10.206,10.206
618,"DG WHITEFIELD, LLC",Generator,Refuse/Woods,Wood/Wood Waste Solids.,NH,16.195,16.081,16.195,16.195,16.195,16.195,16.195,16.081,16.081,16.081,16.081,16.081,16.081,16.081,16.081
619,WHITE LAKE JET,Generator,Oil,Kerosene,NH,17.447,22.397,17.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,WILDER,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,39.083,40.698,39.083,39.083,39.083,39.083,39.083,39.083,39.083,39.083,39.083,39.083,39.083,39.083,39.083
621,WILLIAMS,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,14.9,14.855,14.855,14.855,14.855,14.855,14.855,14.855,14.855,14.855,14.855,14.855,14.855,14.855,14.855
622,WINOOSKI 1,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,1.594,3.09,1.594,1.594,1.594,1.594,1.594,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
624,WMI MILLBURY 1,Generator,Refuse/Woods,Municipal Solid Waste,MA,39.811,39.891,39.811,39.811,39.811,39.811,39.811,39.811,39.811,39.811,39.811,39.811,39.811,39.811,39.811
625,WEST MEDWAY JET 1,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,42.0,62.915,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
626,WEST MEDWAY JET 2,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,39.848,61.598,39.848,39.848,39.848,39.848,39.848,39.848,39.848,39.848,39.848,39.848,39.848,39.848,39.848
627,WEST MEDWAY JET 3,Generator,Oil,"Distillate Fuel Oil - including Diesel, No. 1, 2, and 4",MA,42.001,60.742,42.001,42.001,42.001,42.001,42.001,42.001,42.001,42.001,42.001,42.001,42.001,42.001,42.001
628,WOODLAND ROAD,Generator,Oil,Kerosene,MA,15.962,20.812,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962,15.962
630,WEST SPRINGFIELD 10,Generator,Oil,Kerosene,MA,17.143,21.928,17.143,17.143,17.143,17.143,17.143,17.143,17.143,17.143,17.143,17.143,17.143,17.143,17.143
633,WEST SPRINGFIELD 3,Generator,Gas,Natural Gas,MA,94.276,100.087,94.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,WYMAN HYDRO 1,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014,29.014
637,WYMAN HYDRO 2,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9
638,WYMAN HYDRO 3,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,28.854,29.13,28.854,28.854,28.854,28.854,28.854,28.854,28.854,28.854,28.854,28.854,28.854,28.854,28.854
641,YARMOUTH 3,Generator,Oil,Residual Fuel Oil Bunker C,ME,110.31,113.78,110.31,110.31,110.31,110.31,110.31,110.31,110.31,110.31,110.31,110.31,110.31,110.31,110.31
642,YARMOUTH 4,Generator,Oil,Residual Fuel Oil Bunker C,ME,602.05,605.875,602.05,602.05,602.05,602.05,602.05,602.05,602.05,602.05,602.05,602.05,602.05,602.05,602.05
715,ROCHESTER LANDFILL,Generator,LandFill Gas,Landfill Gas,NH,2.055,2.196,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055,2.055
737,SIMPSON G LOAD REDUCER,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,2.157,3.035,2.157,2.157,2.157,2.157,2.157,3.035,3.035,3.035,3.035,3.035,3.035,3.035,3.035
739,ROCKY RIVER,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,28.651,28.127,28.127,28.127,28.127,28.127,28.127,28.127,28.127,28.127,28.127,28.127,28.127,28.127,28.127
754,BAR MILLS,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,0.0,0.918,0.0,0.0,0.0,0.0,0.0,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918
755,BONNY EAGLE W. BUXTON,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,3.386,9.59,3.386,3.386,3.386,3.386,3.386,9.59,9.59,9.59,9.59,9.59,9.59,9.59,9.59
757,HARRIS 4,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,1.436,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249
759,MESSALONSKEE COMPOSITE,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,1.045,4.705,1.045,1.045,1.045,1.045,1.045,4.705,4.705,4.705,4.705,4.705,4.705,4.705,4.705
760,NORTH GORHAM,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,1.006,1.185,1.006,1.006,1.006,1.006,1.006,1.185,1.185,1.185,1.185,1.185,1.185,1.185,1.185
761,SHAWMUT,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,4.618,6.53,4.618,4.618,4.618,4.618,4.618,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53
766,CABOT TURNERS FALLS,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2
767,SES CONCORD,Generator,Refuse/Woods,Municipal Solid Waste,NH,11.927,12.245,11.927,11.927,11.927,11.927,11.927,12.245,12.245,12.245,12.245,12.245,12.245,12.245,12.245
768,GARVINS HOOKSETT,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,2.594,5.946,2.594,0.492,0.492,0.492,0.492,1.128,1.128,1.128,1.128,1.128,1.128,1.128,1.128
769,HADLEY FALLS 1&2,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,8.458,24.485,8.458,8.458,8.458,8.458,8.458,24.485,24.485,24.485,24.485,24.485,24.485,24.485,24.485
772,NEWPORT HYDRO,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,0.86,1.44,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,LOWER LAMOILLE COMPOSITE,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,15.8,16.0,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
781,WEST DANVILLE 1,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,VT,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
786,KEZAR LEDGEMERE COMPOSITE,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,ME,0.173,0.859,0.173,0.173,0.173,0.173,0.173,0.859,0.859,0.859,0.859,0.859,0.859,0.859,0.859
789,CEC 002 PAWTUCKET U5,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,RI,0.116,0.589,0.116,0.116,0.116,0.116,0.116,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589
792,CENTENNIAL HYDRO,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,0.17,0.582,0.17,0.17,0.17,0.17,0.17,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582
793,METHUEN HYDRO,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,MA,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.147,0.147,0.147,0.147,0.147,0.147,0.147,0.147
794,MINIWAWA,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,0.164,0.587,0.164,0.164,0.164,0.164,0.164,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587
795,RIVER MILL HYDRO,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,NH,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057
796,GOODWIN DAM,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
797,CEC 003 WYRE WYND U5,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,0.201,1.142,0.201,0.181,0.181,0.181,0.181,1.028,1.028,1.028,1.028,1.028,1.028,1.028,1.028
798,COLEBROOK,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,0.647,0.345,0.647,0.647,0.647,0.647,0.647,0.345,0.345,0.345,0.345,0.345,0.345,0.345,0.345
800,KINNEYTOWN B,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,0.053,0.467,0.053,0.053,0.053,0.053,0.053,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467
801,WILLIMANTIC 1,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,0.0,0.197,0.0,0.0,0.0,0.0,0.0,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197
802,WILLIMANTIC 2,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074
803,TOUTANT,Generator,Hydro,Water at a Conventional Hydroelectric Turbine,CT,0.028,0.182,0.028,0.028,0.028,0.028,0.028,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182
