time,numGenerators,totalCap,adjRatios,cap_rate,LOLE
2024/05/29-13:42:22,2585,92135.28552960003,15.052628446855099,2.4,0.0
2024/05/29-13:42:22,2585,92135.28552960003,0.8104534216894712,2.4,0.0
