local_day,local_hour_end,tot_wind_mwh,_FREQ_
2023-01-01,01,2992.876796192108,54
2023-01-01,02,3007.971626156975,54
2023-01-01,03,3714.532682407224,56
2023-01-01,04,4571.670433833326,53
2023-01-01,05,5249.515434097775,57
2023-01-01,06,6738.713951947523,58
2023-01-01,07,8309.4604306601,57
2023-01-01,08,9920.391448226523,58
2023-01-01,09,11109.064459144143,58
2023-01-01,10,10525.594181028466,61
2023-01-01,11,10824.107898228427,62
2023-01-01,12,12538.639680027401,60
2023-01-01,13,12128.311458350843,60
2023-01-01,14,10958.62871738901,59
2023-01-01,15,9588.061724000005,59
2023-01-01,16,8417.50763461915,59
2023-01-01,17,7829.834381776411,57
2023-01-01,18,6811.2280799366445,57
2023-01-01,19,7443.942357674554,57
2023-01-01,20,7615.405787012323,57
2023-01-01,21,6553.552412904794,57
2023-01-01,22,5691.3018964905905,57
2023-01-01,23,5823.823739866361,56
2023-01-01,24,5868.300951078633,54
2023-01-02,01,5625.18192822343,54
2023-01-02,02,5309.57440527378,55
2023-01-02,03,5915.161556495882,58
2023-01-02,04,5872.491111858355,58
2023-01-02,05,5532.383321597306,58
2023-01-02,06,4879.794611537232,55
2023-01-02,07,4287.00859370639,57
2023-01-02,08,4214.5457215066235,58
2023-01-02,09,3936.9571803105905,58
2023-01-02,10,3358.4971556043015,58
2023-01-02,11,3077.8588949416835,56
2023-01-02,12,3203.525276491306,58
2023-01-02,13,3296.3751389067825,57
2023-01-02,14,3117.6205735333515,57
2023-01-02,15,2868.9915533225503,52
2023-01-02,16,2854.5374207246127,52
2023-01-02,17,2957.881906010399,56
2023-01-02,18,2868.5686930603765,56
2023-01-02,19,2734.099129689138,55
2023-01-02,20,2632.6126667674484,57
2023-01-02,21,2618.5301386423284,55
2023-01-02,22,2839.135056023618,56
2023-01-02,23,2408.6504951834477,54
2023-01-02,24,2033.8809773714956,49
2023-01-03,01,2363.6607260776327,47
2023-01-03,02,2454.2553337615145,41
2023-01-03,03,2249.783176079519,40
2023-01-03,04,2092.171623814775,44
2023-01-03,05,2034.7651397378588,48
2023-01-03,06,2165.8261931170305,47
2023-01-03,07,2264.4167039401987,49
2023-01-03,08,2388.186621283707,50
2023-01-03,09,2360.047192928148,50
2023-01-03,10,2198.8733633032725,50
2023-01-03,11,1719.6317328397386,45
2023-01-03,12,1682.394401873776,46
2023-01-03,13,1751.7306709229251,50
2023-01-03,14,1831.6512604737552,57
2023-01-03,15,2381.779647614409,56
2023-01-03,16,3197.45146545281,57
2023-01-03,17,3261.188039514993,51
2023-01-03,18,2380.203532091761,49
2023-01-03,19,1915.1084994900389,50
2023-01-03,20,1991.6077651014639,49
2023-01-03,21,1565.0442721469035,48
2023-01-03,22,1610.4312736202141,45
2023-01-03,23,1451.6920939896722,42
2023-01-03,24,1058.7780267462679,39
2023-01-04,01,954.8953556722606,37
2023-01-04,02,1141.7227078690073,42
2023-01-04,03,1560.5337626837172,46
2023-01-04,04,2198.2326659363425,48
2023-01-04,05,2263.160937101015,50
2023-01-04,06,2252.9610350194907,45
2023-01-04,07,2237.366461108419,42
2023-01-04,08,1947.668739677414,37
2023-01-04,09,1859.9444561973792,39
2023-01-04,10,1385.892474405976,32
2023-01-04,11,1275.5387599259773,44
2023-01-04,12,1006.9456097616421,40
2023-01-04,13,993.0296629519256,31
2023-01-04,14,800.5769878735352,32
2023-01-04,15,716.6840746477392,34
2023-01-04,16,1078.3192964376287,38
2023-01-04,17,1022.3736023573127,41
2023-01-04,18,1348.424492387918,43
2023-01-04,19,2017.7097758301861,51
2023-01-04,20,3078.5124062559516,53
2023-01-04,21,4597.323956405198,55
2023-01-04,22,5745.351126364794,54
2023-01-04,23,7077.873510105512,53
2023-01-04,24,7369.8905560048015,53
2023-01-05,01,7482.794246005187,54
2023-01-05,02,7597.415004948934,53
2023-01-05,03,5963.636719277797,53
2023-01-05,04,4332.062432548896,52
2023-01-05,05,4174.809670809632,52
2023-01-05,06,3667.172333043767,51
2023-01-05,07,3592.736112953858,50
2023-01-05,08,2966.044390465085,51
2023-01-05,09,3067.3130162820194,52
2023-01-05,10,2711.2006057950653,49
2023-01-05,11,2395.19585047792,50
2023-01-05,12,2438.161015904236,45
2023-01-05,13,1887.5072569227004,44
2023-01-05,14,1362.1994857769096,43
2023-01-05,15,1012.5196768539319,43
2023-01-05,16,1071.0537882966441,42
2023-01-05,17,1182.5351301424391,41
2023-01-05,18,1368.9780639190276,40
2023-01-05,19,1245.6053789430143,39
2023-01-05,20,1098.4756356012422,39
2023-01-05,21,1049.3213336103834,38
2023-01-05,22,816.479096520734,36
2023-01-05,23,582.6117436439972,35
2023-01-05,24,640.1591811416371,34
2023-01-06,01,675.3847223754406,37
2023-01-06,02,617.452866457643,36
2023-01-06,03,493.84953042953475,36
2023-01-06,04,534.1493948094227,36
2023-01-06,05,559.5978942238766,34
2023-01-06,06,447.270831853734,32
2023-01-06,07,283.1754222356587,32
2023-01-06,08,268.4906385856263,27
2023-01-06,09,180.61258773752704,28
2023-01-06,10,144.4003725586514,30
2023-01-06,11,225.84582184277502,31
2023-01-06,12,288.09597801368,30
2023-01-06,13,130.42035601224188,27
2023-01-06,14,74.14149930112319,25
2023-01-06,15,70.68173351970195,29
2023-01-06,16,83.73914585773245,28
2023-01-06,17,129.2158449624138,30
2023-01-06,18,174.44907906766176,31
2023-01-06,19,179.9847043179357,30
2023-01-06,20,186.82735219674652,32
2023-01-06,21,223.80840421593803,32
2023-01-06,22,246.23281205848312,33
2023-01-06,23,176.5377524838531,31
