ID,Name,GENERATOR TYPE,Type,Fuel Type,Nameplate Capacity (MW),FCA Qual,June,July,August,September,October,November,December,January,February,March,April,May
253.0,TURNKEY LANDFILL,INTERNAL COMBUSTION,Generator,Landfill Gas,1.8724290498203815,0.4356518255915421,0.4356518255915421,0.4356518255915421,0.4356518255915421,0.4356518255915421,0.44189325575761,0.44189325575761,0.44189325575761,0.44189325575761,0.44189325575761,0.44189325575761,0.44189325575761,0.44189325575761
321.0,MANCHESTER 10 10A CC,COMBINED CYCLE,Generator,Gas,106.22882935496801,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663
322.0,MANCHESTER 11 11A CC,COMBINED CYCLE,Generator,Gas,106.22882935496801,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663,97.99045360726663
323.0,MANCHESTER 9 9A CC,COMBINED CYCLE,Generator,Gas,106.22882935496801,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625,96.11802455744625
326.0,ALTRESCO,COMBINED CYCLE,Generator,Gas,99.9178072425484,90.78597076657441,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647,84.54454060050647
327.0,AMOSKEAG,HYDRO: RUN OF RIVER,Generator,Hydro,9.362145249101907,2.985276048430295,0.7371129026126235,0.7371129026126235,0.7371129026126235,0.7371129026126235,1.8218734654752313,1.8218734654752313,1.8218734654752313,1.8218734654752313,1.8218734654752313,1.8218734654752313,1.8218734654752313,1.8218734654752313
328.0,GULF ISLAND COMPOSITE Incremental,HYDRO: WEEKLY PONDAGE,Generator,Hydro,24.629781927013312,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335,18.27740409831335
330.0,AYERS ISLAND,HYDRO: RUN OF RIVER,Generator,Hydro,5.432852888053836,5.1741456076703205,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856,2.301839445245856
331.0,AZISCOHOS HYDRO,HYDRO: DAILY PONDAGE,Generator,Hydro,4.2298172235442415,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145,4.147430345352145
335.0,BELLOWS FALLS,HYDRO: DAILY PONDAGE,Generator,Hydro,30.9430135057117,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638,29.46953667210638
336.0,BERLIN  1 GT,GAS TURBINE,Generator,Oil,26.120385244994324,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952,25.12799784858952
346.0,BOLTON FALLS,HYDRO: RUN OF RIVER,Generator,Hydro,3.9945153062834806,0.4287862524088674,0.4287862524088674,0.4287862524088674,0.4287862524088674,0.4287862524088674,1.66833428338996,1.66833428338996,1.66833428338996,1.66833428338996,1.66833428338996,1.66833428338996,1.66833428338996,1.66833428338996
348.0,BOOT MILLS,HYDRO: RUN OF RIVER,Generator,Hydro,11.367591658621528,3.1562912349805567,3.1562912349805567,3.1562912349805567,3.1562912349805567,3.1562912349805567,6.7919243067151305,6.7919243067151305,6.7919243067151305,6.7919243067151305,6.7919243067151305,6.7919243067151305,6.7919243067151305,6.7919243067151305
349.0,"WHEELABRATOR BRIDGEPORT, L.P.",STEAM TURBINE,Generator,Refuse/Woods,41.91120356514621,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475,36.54045290724475
355.0,BRANFORD 10,GAS TURBINE,Generator,Oil,11.605159215032574,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614,9.886425383051614
356.0,BRISTOL REFUSE,STEAM TURBINE,Generator,Refuse/Woods,11.23457429892229,8.064551917576383,8.064551917576383,8.064551917576383,8.064551917576383,8.064551917576383,7.972802894135184,7.972802894135184,7.972802894135184,7.972802894135184,7.972802894135184,7.972802894135184,7.972802894135184,7.972802894135184
357.0,BRIDGEWATER,STEAM TURBINE,Generator,Refuse/Woods,9.416757763055003,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269,8.844106545318269
