time,numGenerators,totalCap,adjRatios,cap_rate,LOLE
2024/11/24-14:39:33,1100,47664.57008915,11.948029028431462,1.2249999999999992,2.0
2024/11/24-14:39:33,1100,47664.57008915,0.6109837590922131,1.2249999999999992,2.0
2024/11/24-14:39:33,1100,47664.57008915,33.73932993690746,1.2249999999999992,2.0
