time,numGenerators,totalCap,adjRatios,cap_rate,LOLE
2024/06/10-22:42:01,2585,76779.40460800003,12.543857039045916,2.0,6.0
2024/06/10-22:42:01,2585,76779.40460800003,0.6753778514078926,2.0,6.0
