Date,Hour Ending,Total Load
04/19/2023,12,13718.398179337746
04/19/2023,13,13541.068914304637
04/19/2023,14,13108.868692317881
04/19/2023,15,13282.201902913906
04/19/2023,16,13786.931692715234
04/19/2023,17,13852.823630728477
04/19/2023,18,14650.54629615894
04/19/2023,19,15252.232544105962
04/19/2023,20,15694.296890860927
04/19/2023,21,15565.599077483443
04/19/2023,22,14757.249814834438
04/19/2023,23,13592.284641456954
04/19/2023,24,12701.972949139072
04/20/2023,1,12298.074769668874
04/20/2023,2,12130.523688741721
04/20/2023,3,11928.884318940396
04/20/2023,4,11918.450378013245
04/20/2023,5,12248.723742781456
