Date,Hour Ending,Total Load
08/10/2023,16,20384.854795872347
08/10/2023,17,20601.830526021928
08/10/2023,18,20795.67626978763
08/10/2023,19,20702.691765791278
08/10/2023,20,20433.685403960957
08/10/2023,21,20073.287557419506
08/10/2023,22,19133.535634569536
08/10/2023,23,17764.303181009363
08/10/2023,24,16363.626488947251
08/11/2023,1,15228.313886848598
08/11/2023,2,14651.633966677324
08/11/2023,3,14902.83238838091
08/11/2023,4,14630.424003435719
08/11/2023,5,14613.112764957754
08/11/2023,6,14929.087950215804
08/11/2023,7,15613.37972903403
08/11/2023,8,15549.710454046588
08/11/2023,9,15528.552734599225
08/11/2023,10,15307.996449132223
08/11/2023,11,15344.596120063943
08/11/2023,12,15827.431291140672
08/11/2023,13,16416.46872770724
08/11/2023,14,16818.073789768212
08/11/2023,15,17348.942184882395
08/11/2023,16,17925.318999762505
08/11/2023,17,18898.481233242754
08/11/2023,18,19964.479480385937
08/11/2023,19,20429.909068554465
08/11/2023,20,19980.27773573875
08/11/2023,21,19346.095072703818
08/11/2023,22,18250.36271671158
08/11/2023,23,16846.597831212606
08/11/2023,24,15435.618603483674
08/12/2023,1,14609.8950381594
08/12/2023,2,13786.35431752341
08/12/2023,3,13255.78367205298
08/12/2023,4,13419.964595963693
08/12/2023,5,13247.901160776433
08/12/2023,6,13326.35056589404
08/12/2023,7,13550.9829576433
08/12/2023,8,13531.905725316285
08/12/2023,9,13662.550405279744
08/12/2023,10,13685.728588653803
08/12/2023,11,13615.808480018271
08/12/2023,12,14056.61431319822
08/12/2023,13,14935.462738581871
08/12/2023,14,15616.908328030373
08/12/2023,15,16219.460061676182
08/12/2023,16,17257.093860613157
08/12/2023,17,18486.50041001599
08/12/2023,18,19309.80148010505
08/12/2023,19,19791.462878529346
08/12/2023,20,19719.83074005024
08/12/2023,21,19470.714064364012
08/12/2023,22,18703.07956238297
08/12/2023,23,17511.443478511075
08/12/2023,24,16346.325039615209
08/13/2023,1,15355.907899353735
08/13/2023,2,14686.903752112356
08/13/2023,3,14494.547423539621
08/13/2023,4,14578.191638436858
08/13/2023,5,14445.52219393469
08/13/2023,6,14824.351144572964
08/13/2023,7,15032.6869519525
08/13/2023,8,15049.711583543049
08/13/2023,9,15311.481139833297
08/13/2023,10,15500.100304185888
08/13/2023,11,15743.149654788767
08/13/2023,12,16613.290200102765
08/13/2023,13,17454.05699896552
08/13/2023,14,18217.326229220147
08/13/2023,15,19184.249078871893
08/13/2023,16,20076.37203610071
08/13/2023,17,20867.825548492812
08/13/2023,18,21723.396378976933
08/13/2023,19,22114.681993825074
08/13/2023,20,21664.980057033576
08/13/2023,21,21030.360384334323
08/13/2023,22,19778.20930337977
08/13/2023,23,18058.150449193883
08/13/2023,24,16412.875654850424
08/14/2023,1,15165.966244727108
08/14/2023,2,14711.150070921447
08/14/2023,3,14784.426436675041
08/14/2023,4,14749.441071350768
08/14/2023,5,14839.134007220828
08/14/2023,6,14854.34784130167
08/14/2023,7,15763.039015190685
08/14/2023,8,15862.67232170587
08/14/2023,9,16183.27756703814
08/14/2023,10,16119.064661947936
08/14/2023,11,16133.936746325646
