local_day,local_hour_end,tot_wind_mwh,_FREQ_
2023-01-01,01,2850.733523569856,54
2023-01-01,02,2865.111441788268,54
2023-01-01,03,3538.1151858996986,56
2023-01-01,04,4354.544156653372,53
2023-01-01,05,5000.19568113198,57
2023-01-01,06,6418.666412532016,58
2023-01-01,07,7914.812077329315,57
2023-01-01,08,9449.233762103648,58
2023-01-01,09,10581.452103031328,58
2023-01-01,10,10025.693080826584,61
2023-01-01,11,10310.02922922738,62
2023-01-01,12,11943.131278004988,60
2023-01-01,13,11552.291127589026,60
2023-01-01,14,10438.161135387723,59
2023-01-01,15,9132.687659391822,59
2023-01-01,16,8017.727702471634,59
2023-01-01,17,7457.965321034598,57
2023-01-01,18,6487.736564652556,57
2023-01-01,19,7090.400798838083,57
2023-01-01,20,7253.720768006655,57
2023-01-01,21,6242.298909767959,57
2023-01-01,22,5420.999998972564,57
2023-01-01,23,5547.227868424873,56
2023-01-01,24,5589.592685178787,54
2023-01-02,01,5358.020323245052,54
2023-01-02,02,5057.402219917802,55
2023-01-02,03,5634.2276995461325,58
2023-01-02,04,5593.583839047566,58
2023-01-02,05,5269.6290806832985,58
2023-01-02,06,4648.034327688979,55
2023-01-02,07,4083.4020062102204,57
2023-01-02,08,4014.380675543733,58
2023-01-02,09,3749.975885759801,58
2023-01-02,10,3198.989160688671,58
2023-01-02,11,2931.6794943886257,56
2023-01-02,12,3051.377494361437,58
2023-01-02,13,3139.8175583772413,57
2023-01-02,14,2969.552737369725,57
2023-01-02,15,2732.7320691253635,52
2023-01-02,16,2718.964419082605,52
2023-01-02,17,2817.4006758156243,56
2023-01-02,18,2732.329292129432,56
2023-01-02,19,2604.246207423133,55
2023-01-02,20,2507.5797283995107,57
2023-01-02,21,2494.1660338986303,55
2023-01-02,22,2704.293572139878,56
2023-01-02,23,2294.254384917836,54
2023-01-02,24,1937.2841182506795,49
2023-01-03,01,2251.4013536233992,47
2023-01-03,02,2337.6932736609,41
2023-01-03,03,2142.9322880826244,40
2023-01-03,04,1992.8063168716976,44
2023-01-03,05,1938.1262883330821,48
2023-01-03,06,2062.9627463449015,47
2023-01-03,07,2156.8708132145675,49
2023-01-03,08,2274.762419387441,50
2023-01-03,09,2247.9594411127096,50
2023-01-03,10,2094.4403788451436,50
2023-01-03,11,1637.9597834558174,45
2023-01-03,12,1602.490997086797,46
2023-01-03,13,1668.5342190560923,50
2023-01-03,14,1744.6590712871944,57
2023-01-03,15,2268.6597376308996,56
2023-01-03,16,3045.592152056234,57
2023-01-03,17,3106.3016301703124,51
2023-01-03,18,2267.1584779187897,49
2023-01-03,19,1824.152603847908,50
2023-01-03,20,1897.018624021017,49
2023-01-03,21,1490.7142780339777,48
2023-01-03,22,1533.9456755973195,45
2023-01-03,23,1382.74563239724,42
2023-01-03,24,1008.492570995558,39
2023-01-04,01,909.5436889949892,37
2023-01-04,02,1087.4978890157481,42
2023-01-04,03,1486.4179900773725,46
2023-01-04,04,2093.8301106694894,48
2023-01-04,05,2155.6746875902845,50
2023-01-04,06,2145.9592182338693,45
2023-01-04,07,2131.1052908384477,42
2023-01-04,08,1855.166432534653,37
2023-01-04,09,1771.6085139240843,39
2023-01-04,10,1320.0710907575558,32
2023-01-04,11,1214.9585001828798,44
2023-01-04,12,959.1218755851346,40
2023-01-04,13,945.8668508099258,31
2023-01-04,14,762.5544962069238,32
2023-01-04,15,682.645981286765,34
2023-01-04,16,1027.1057503530105,38
2023-01-04,17,973.817133254887,41
2023-01-04,18,1284.3826078452994,43
2023-01-04,19,1921.880949497168,51
2023-01-04,20,2932.3019679277927,53
2023-01-04,21,4378.979294406566,55
2023-01-04,22,5472.482222270751,54
2023-01-04,23,6741.717973996312,53
2023-01-04,24,7019.866003095973,53
2023-01-05,01,7127.407461009758,54
2023-01-05,02,7236.5844376342875,53
2023-01-05,03,5680.4005897161305,53
2023-01-05,04,4126.316064322221,52
2023-01-05,05,3976.5318432896593,52
2023-01-05,06,3493.00416235534,51
2023-01-05,07,3422.103205707839,50
2023-01-05,08,2825.175492373459,51
2023-01-05,09,2921.634480217359,52
2023-01-05,10,2582.435222825253,49
2023-01-05,11,2281.4387532290975,50
2023-01-05,12,2322.3633370884672,45
2023-01-05,13,1797.8622508407257,44
2023-01-05,14,1297.5033736218638,43
2023-01-05,15,964.431208713326,43
2023-01-05,16,1020.1853092410921,42
2023-01-05,17,1126.3719718049192,41
2023-01-05,18,1303.9600109202852,40
2023-01-05,19,1186.4467710163167,39
2023-01-05,20,1046.3047871590911,39
2023-01-05,21,999.4850127229024,38
2023-01-05,22,777.7013523266602,36
2023-01-05,23,554.9412628493717,35
2023-01-05,24,609.75555038663,34
2023-01-06,01,643.3080946840968,37
2023-01-06,02,588.1276462414461,36
2023-01-06,03,470.39470979424175,36
2023-01-06,04,508.7805780428895,36
2023-01-06,05,533.0204299798734,34
2023-01-06,06,426.0282134241828,32
2023-01-06,07,269.7263282756343,32
2023-01-06,08,255.73898168964047,27
2023-01-06,09,172.03459871691322,28
2023-01-06,10,137.54224142893898,30
2023-01-06,11,215.11953191809832,31
2023-01-06,12,274.41318786465837,30
2023-01-06,13,124.22618983616475,27
2023-01-06,14,70.62023328670166,25
2023-01-06,15,67.32478513816908,29
2023-01-06,16,79.76205055800126,28
2023-01-06,17,123.07888566593493,30
2023-01-06,18,166.16381886711997,31
2023-01-06,19,171.4365359047721,30
2023-01-06,20,177.95420002075866,32
2023-01-06,21,213.178879119518,32
2023-01-06,22,234.53826526741432,33
2023-01-06,23,168.15329311975262,31
