ID,RESOURCE NAME,GENERATOR TYPE,Fuel Type,Primary Fuel Type,Nameplate Capacity (MW),FCA Qual,June,July,August,September,October,November,December,January,February,March,April,May
253.0,TURNKEY LANDFILL,INTERNAL COMBUSTION,Landfill Gas,LFG,2.26922500255699,0.5279730172615928,0.5279730172615928,0.5279730172615928,0.5279730172615928,0.5279730172615928,0.5355371006034495,0.5355371006034495,0.5355371006034495,0.5355371006034495,0.5355371006034495,0.5355371006034495,0.5355371006034495,0.5355371006034495
321.0,MANCHESTER 10 10A CC,COMBINED CYCLE,Gas,NG,128.7403202742328,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913
322.0,MANCHESTER 11 11A CC,COMBINED CYCLE,Gas,NG,128.7403202742328,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913,118.75610846714913
323.0,MANCHESTER 9 9A CC,COMBINED CYCLE,Gas,NG,128.7403202742328,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214,116.48688346459214
326.0,ALTRESCO,COMBINED CYCLE,Gas,NG,121.09189740311444,110.02488706564401,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738,102.46080372378738
327.0,AMOSKEAG,HYDRO: RUN OF RIVER,Hydro,WAT,11.346125012784949,3.6179010624100276,0.8933182426732683,0.8933182426732683,0.8933182426732683,0.8933182426732683,2.207955927487951,2.207955927487951,2.207955927487951,2.207955927487951,2.207955927487951,2.207955927487951,2.207955927487951,2.207955927487951
328.0,GULF ISLAND COMPOSITE Incremental,HYDRO: WEEKLY PONDAGE,Hydro,WAT,29.849204145634435,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296,22.15066165829296
330.0,AYERS ISLAND,HYDRO: RUN OF RIVER,Hydro,WAT,6.584156344919105,6.270625090399148,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726,2.789633936476726
331.0,AZISCOHOS HYDRO,HYDRO: DAILY PONDAGE,Hydro,WAT,5.12617928077624,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732,5.026333380663732
335.0,BELLOWS FALLS,HYDRO: DAILY PONDAGE,Hydro,WAT,37.50030470225579,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028,35.71457590691028
336.0,BERLIN  1 GT,GAS TURBINE,Oil,KER,31.65568878567001,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148,30.4529995343148
346.0,BOLTON FALLS,HYDRO: RUN OF RIVER,Hydro,WAT,4.841013338788245,0.5196525255855506,0.5196525255855506,0.5196525255855506,0.5196525255855506,0.5196525255855506,2.021879477278278,2.021879477278278,2.021879477278278,2.021879477278278,2.021879477278278,2.021879477278278,2.021879477278278,2.021879477278278
348.0,BOOT MILLS,HYDRO: RUN OF RIVER,Hydro,WAT,13.776555759523587,3.8251569459768993,3.8251569459768993,3.8251569459768993,3.8251569459768993,3.8251569459768993,8.231235492608388,8.231235492608388,8.231235492608388,8.231235492608388,8.231235492608388,8.231235492608388,8.231235492608388,8.231235492608388
349.0,"WHEELABRATOR BRIDGEPORT, L.P.",STEAM TURBINE,Refuse/Woods,MSW,50.79281964056729,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656,44.283925924899656
355.0,BRANFORD 10,GAS TURBINE,Oil,KER,14.064467463764675,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905,11.981508013500905
356.0,BRISTOL REFUSE,STEAM TURBINE,Refuse/Woods,MSW,13.615350015341939,9.773552086012954,9.773552086012954,9.773552086012954,9.773552086012954,9.773552086012954,9.66236006088766,9.66236006088766,9.66236006088766,9.66236006088766,9.66236006088766,9.66236006088766,9.66236006088766,9.66236006088766
357.0,BRIDGEWATER,STEAM TURBINE,Refuse/Woods,WDS,11.412310742026195,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847,10.718306095410847
358.0,BRUNSWICK,HYDRO: RUN OF RIVER,Hydro,WAT,14.825754631705838,4.675359913601584,4.675359913601584,4.675359913601584,4.675359913601584,4.675359913601584,9.154810068649082,9.154810068649082,9.154810068649082,9.154810068649082,9.154810068649082,9.154810068649082,9.154810068649082,9.154810068649082
359.0,J. COCKWELL 1,HYDRO: PUMPED STORAGE,Hydro,WAT,263.2868309216747,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737
360.0,J. COCKWELL 2,HYDRO: PUMPED STORAGE,Hydro,WAT,263.2868309216747,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737,250.74936278254737
362.0,BULLS BRIDGE,HYDRO: RUN OF RIVER,Hydro,WAT,5.446140006136775,1.7881493020149077,1.7881493020149077,1.7881493020149077,1.7881493020149077,1.7881493020149077,3.1897739452609417,3.1897739452609417,3.1897739452609417,3.1897739452609417,3.1897739452609417,3.1897739452609417,3.1897739452609417,3.1897739452609417
363.0,BURLINGTON GT,GAS TURBINE,Oil,DFO,20.91317762356522,13.905054407335045,13.905054407335045,13.905054407335045,13.905054407335045,13.905054407335045,13.905054407335045,13.905054407335045,14.273425266083466,14.273425266083466,14.273425266083466,14.273425266083466,13.905054407335045,13.905054407335045
365.0,CANAL 1,STEAM TURBINE,Oil,RFO,442.1963121649387,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693,425.3321883542693
