time,numGenerators,totalCap,adjRatios,cap_rate,LOLE
2024/05/28-20:09:16,2585,53745.583225600014,6.271928519522958,1.4,6.0
2024/05/28-20:09:16,2585,53745.583225600014,0.7879408266425412,1.4,6.0
