Date,Hour Ending,Total Load
04/08/2023,7,13784.00081392053
04/08/2023,8,13818.375416721854
04/08/2023,9,12808.017491245033
04/08/2023,10,11666.24699781457
04/08/2023,11,10906.791660596025
04/08/2023,12,10456.080669536424
04/08/2023,13,10077.749584788078
04/08/2023,14,9783.75565031126
04/08/2023,15,9931.141161357618
04/08/2023,16,10419.686073258279
04/08/2023,17,11599.920508390727
04/08/2023,18,13224.553861112585
04/08/2023,19,14801.520829728475
04/08/2023,20,15710.336940496689
04/08/2023,21,15778.595510582783
04/08/2023,22,15247.458020403974
04/08/2023,23,14415.832195271525
04/08/2023,24,13583.720265198677
04/09/2023,1,12948.809544536425
04/09/2023,2,12562.497576258276
04/09/2023,3,12398.284353278148
04/09/2023,4,12648.223559721855
04/09/2023,5,12806.099255980134
04/09/2023,6,13088.4537486755
04/09/2023,7,13727.205349172187
04/09/2023,8,13468.783416635762
04/09/2023,9,12632.176549490066
04/09/2023,10,11599.715627801324
04/09/2023,11,10348.210727483445
04/09/2023,12,10060.158654834438
04/09/2023,13,9618.709679284768
04/09/2023,14,9400.776924834438
04/09/2023,15,9411.20230362914
04/09/2023,16,9787.579238940396
04/09/2023,17,10838.979123000001
04/09/2023,18,12037.000187920532
04/09/2023,19,13865.410043781458
04/09/2023,20,15049.600134178809
04/09/2023,21,15369.52651360927
04/09/2023,22,14795.151555735101
04/09/2023,23,13826.86702929139
04/09/2023,24,12933.008338887417
04/10/2023,1,12407.707604284768
04/10/2023,2,12215.369058774835
04/10/2023,3,12392.088472668873
04/10/2023,4,12503.624540344374
04/10/2023,5,13023.18084260265
04/10/2023,6,13843.827170284769
04/10/2023,7,15455.141780066226
04/10/2023,8,15688.821985728477
04/10/2023,9,14291.831315443706
04/10/2023,10,12703.361503231788
04/10/2023,11,11655.10599131126
04/10/2023,12,11169.65851807947
04/10/2023,13,10981.962975635763
04/10/2023,14,10807.880555105961
04/10/2023,15,10762.158138496687
04/10/2023,16,11192.881257377483
04/10/2023,17,12283.80039794702
04/10/2023,18,13965.62149555629
04/10/2023,19,15540.358694741723
04/10/2023,20,16337.779747966888
04/10/2023,21,16201.189323357616
04/10/2023,22,15204.510724867552
04/10/2023,23,13891.720185695365
04/10/2023,24,12800.809343324503
04/11/2023,1,12083.581335834439
04/11/2023,2,11719.1179334702
04/11/2023,3,11587.32773642384
04/11/2023,4,11635.236607807945
04/11/2023,5,12046.677626821192
04/11/2023,6,13155.899781337748
04/11/2023,7,14706.753729059601
04/11/2023,8,15175.071074503312
04/11/2023,9,14244.216506642384
04/11/2023,10,12975.178755278146
04/11/2023,11,12210.22040115894
04/11/2023,12,11985.996265748345
04/11/2023,13,11747.773846589404
04/11/2023,14,11717.492307894041
04/11/2023,15,12044.121601529803
04/11/2023,16,12941.654294225165
04/11/2023,17,14006.820867774835
04/11/2023,18,15243.827021523179
04/11/2023,19,16013.018199615894
04/11/2023,20,16444.386514847683
04/11/2023,21,16060.625791927152
04/11/2023,22,15028.30167592053
04/11/2023,23,13768.097727814571
04/11/2023,24,12573.845072701986
04/12/2023,1,12075.979866814569
04/12/2023,2,11937.769421403975
04/12/2023,3,11733.18958370861
04/12/2023,4,11702.482404635759
04/12/2023,5,11925.850426370864
04/12/2023,6,12297.620064039736
04/12/2023,7,13749.231842245032
04/12/2023,8,14282.219742000001
04/12/2023,9,13713.549534536423
04/12/2023,10,12897.151395735098
04/12/2023,11,12204.850192847684
04/12/2023,12,11546.923662715231
04/12/2023,13,11565.664651827816
04/12/2023,14,11848.660511225165
04/12/2023,15,11945.401854854304
04/12/2023,16,12331.29899205298
04/12/2023,17,13246.127276403977
04/12/2023,18,14619.643776894041
04/12/2023,19,15813.773621225166
04/12/2023,20,16404.108049509934
04/12/2023,21,16211.270967615894
04/12/2023,22,15169.825362814569
04/12/2023,23,13824.5182402053
04/12/2023,24,12590.951645860927
04/13/2023,1,11814.357256966887
04/13/2023,2,11648.28286142384
04/13/2023,3,11905.17803123841
04/13/2023,4,11925.595010324505
04/13/2023,5,12195.598149834435
04/13/2023,6,12638.282688059604
04/13/2023,7,13606.933615271522
04/13/2023,8,14024.535126556291
04/13/2023,9,13247.15271502649
04/13/2023,10,12464.436082649008
04/13/2023,11,12357.264183794701
04/13/2023,12,12205.916636125827
04/13/2023,13,12279.375281006622
04/13/2023,14,12661.359042754966
04/13/2023,15,13150.656433609272
04/13/2023,16,13995.605371072847
04/13/2023,17,14906.574670390728
04/13/2023,18,16524.170923947022
04/13/2023,19,17563.475280298015
04/13/2023,20,17912.83407705298
04/13/2023,21,17726.01803880795
04/13/2023,22,16799.92836315894
04/13/2023,23,15316.237927867549
04/13/2023,24,13972.971798596027
04/14/2023,1,13095.370351788079
04/14/2023,2,12863.584610642385
04/14/2023,3,12684.087392543048
04/14/2023,4,12592.890154331126
04/14/2023,5,12705.272036920529
04/14/2023,6,12833.562330298015
04/14/2023,7,13986.161030503312
04/14/2023,8,14203.384138768213
04/14/2023,9,13920.295168013243
04/14/2023,10,13422.213913569536
04/14/2023,11,13101.208038874172
04/14/2023,12,13202.319820172184
04/14/2023,13,13449.892368198676
04/14/2023,14,13800.369721192052
04/14/2023,15,14150.23519482119
04/14/2023,16,14880.071845132452
04/14/2023,17,16020.567869006623
04/14/2023,18,16952.442324258278
04/14/2023,19,17254.26821207285
04/14/2023,20,17209.9565205298
04/14/2023,21,16811.433637748345
04/14/2023,22,15745.870850940399
04/14/2023,23,14482.090732728477
04/14/2023,24,13223.830989933775
04/15/2023,1,12287.598296483444
04/15/2023,2,11634.753775529802
04/15/2023,3,11213.202154649005
04/15/2023,4,10984.920793370862
04/15/2023,5,10984.93546013245
04/15/2023,6,11245.00337392053
04/15/2023,7,11633.115448013246
04/15/2023,8,11800.326844470197
04/15/2023,9,11773.133971033112
04/15/2023,10,11388.889951609273
04/15/2023,11,10793.13049750331
04/15/2023,12,10556.085188145695
04/15/2023,13,10700.782822827814
04/15/2023,14,11051.41859717881
04/15/2023,15,11342.205561993378
04/15/2023,16,12028.551730907287
04/15/2023,17,13129.682993741722
04/15/2023,18,14205.405814331125
04/15/2023,19,14843.158854397354
04/15/2023,20,15125.872053655628
04/15/2023,21,14934.11778405298
04/15/2023,22,14218.381010066227
04/15/2023,23,13299.52850002649
04/15/2023,24,12381.027435
04/16/2023,1,11839.344630854306
04/16/2023,2,11486.250376072847
04/16/2023,3,11148.821155430465
04/16/2023,4,10986.54778978808
04/16/2023,5,10977.465903933777
04/16/2023,6,11042.058613052981
04/16/2023,7,11233.2952102649
04/16/2023,8,11701.487077649008
04/16/2023,9,12211.995735178809
04/16/2023,10,12568.929789615893
04/16/2023,11,12485.452801013244
04/16/2023,12,12199.275564139072
04/16/2023,13,12135.910541721856
04/16/2023,14,12175.353628033112
04/16/2023,15,12290.104378490067
04/16/2023,16,12678.067008377484
04/16/2023,17,13288.54352254967
04/16/2023,18,14147.360637913907
04/16/2023,19,14823.47747902649
04/16/2023,20,15255.648283807948
04/16/2023,21,15081.58438694702
04/16/2023,22,14221.88570910596
04/16/2023,23,13090.341488046359
04/16/2023,24,12549.00854431788
04/17/2023,1,12328.46850315894
04/17/2023,2,11898.36427235762
04/17/2023,3,11667.64061455629
04/17/2023,4,11643.366351854304
04/17/2023,5,11946.183335642387
04/17/2023,6,11995.798913880793
04/17/2023,7,13144.808604357615
04/17/2023,8,14231.570217357617
04/17/2023,9,14909.122186092714
04/17/2023,10,15322.032024516559
04/17/2023,11,15493.718723880796
04/17/2023,12,15548.183579562914
04/17/2023,13,15689.401333867549
04/17/2023,14,15668.291102781457
04/17/2023,15,15419.477805913908
04/17/2023,16,15361.174922364238
04/17/2023,17,15553.036488754968
04/17/2023,18,15974.487601271525
04/17/2023,19,16151.28673589404
04/17/2023,20,16206.632052456953
04/17/2023,21,15837.884743410597
04/17/2023,22,14889.017140589405
04/17/2023,23,13620.275984046357
04/17/2023,24,12499.855225033114
04/18/2023,1,11946.751224874173
04/18/2023,2,11615.133695125827
04/18/2023,3,11710.48972452318
04/18/2023,4,11664.310206894039
04/18/2023,5,11315.65165152318
04/18/2023,6,12249.98027845033
04/18/2023,7,13582.045041099336
04/18/2023,8,14041.684872238411
04/18/2023,9,13451.100552298014
04/18/2023,10,13071.763661423842
04/18/2023,11,13384.012292324504
04/18/2023,12,13686.938768026492
04/18/2023,13,13906.576125576159
04/18/2023,14,13886.1737587351
04/18/2023,15,13299.774600695366
04/18/2023,16,13731.688918847683
04/18/2023,17,14132.403248284769
04/18/2023,18,14896.736882165564
04/18/2023,19,15555.155831701986
04/18/2023,20,16115.375103874172
04/18/2023,21,15966.869323350995
04/18/2023,22,15047.703780357617
04/18/2023,23,13919.254071039733
04/18/2023,24,13069.019971370863
04/19/2023,1,12352.172692350994
04/19/2023,2,12200.58363633775
04/19/2023,3,12348.594936536425
04/19/2023,4,12360.744753973511
04/19/2023,5,12651.21360105298
04/19/2023,6,12906.062532119207
04/19/2023,7,14101.363397364239
04/19/2023,8,14633.750598099337
04/19/2023,9,14058.411204516558
04/19/2023,10,13309.47711957616
04/19/2023,11,13491.070028642385
04/19/2023,12,14404.318088304633
04/19/2023,13,14218.122360019868
04/19/2023,14,13764.312126933775
04/19/2023,15,13946.311998059602
04/19/2023,16,14476.278277350997
04/19/2023,17,14545.464812264901
04/19/2023,18,15383.073610966887
04/19/2023,19,16014.84417131126
04/19/2023,20,16479.011735403976
04/19/2023,21,16343.879031357616
04/19/2023,22,15495.112305576162
04/19/2023,23,14271.898873529803
04/19/2023,24,13337.071596596026
04/20/2023,1,12912.978508152319
04/20/2023,2,12737.049873178808
04/20/2023,3,12525.328534887416
04/20/2023,4,12514.372896913908
04/20/2023,5,12861.15992992053
04/20/2023,6,13747.826384284766
04/20/2023,7,14561.66953291391
04/20/2023,8,15023.490919986754
04/20/2023,9,13939.139694218542
04/20/2023,10,12385.936757701988
04/20/2023,11,11808.95280878146
04/20/2023,12,11504.85875463576
04/20/2023,13,11617.945435887419
04/20/2023,14,11079.495884781456
04/20/2023,15,10873.972099728477
04/20/2023,16,11159.739413960267
04/20/2023,17,12529.164254701987
04/20/2023,18,13693.6255162649
04/20/2023,19,14936.368833298015
04/20/2023,20,15666.23005207947
04/20/2023,21,15774.115265165565
04/20/2023,22,14972.806002417217
04/20/2023,23,13809.813344562914
04/20/2023,24,13021.25888741722
04/21/2023,1,12046.31229566225
04/21/2023,2,12045.323719132452
04/21/2023,3,11910.405951059603
04/21/2023,4,11597.817058271523
04/21/2023,5,11889.078552437086
04/21/2023,6,12505.158598410597
04/21/2023,7,13754.61038755629
04/21/2023,8,14331.650662649008
04/21/2023,9,13691.633886834437
04/21/2023,10,12534.92200354967
04/21/2023,11,11315.659190801325
04/21/2023,12,10773.621536304634
04/21/2023,13,10403.842036092714
04/21/2023,14,10272.991098397353
04/21/2023,15,10604.900701847682
04/21/2023,16,11128.75276605298
04/21/2023,17,12240.565937980133
04/21/2023,18,13228.194655728477
04/21/2023,19,14458.239658688743
04/21/2023,20,15092.947694582781
04/21/2023,21,15164.612146609274
04/21/2023,22,14479.43427445033
04/21/2023,23,13501.039675033115
04/21/2023,24,12513.311878172186
04/22/2023,1,11778.089093761588
04/22/2023,2,11320.429074615895
04/22/2023,3,11056.802470092716
04/22/2023,4,10935.923229139073
04/22/2023,5,11300.38132378808
04/22/2023,6,11727.238394264901
04/22/2023,7,12148.435992
04/22/2023,8,12402.983213841062
04/22/2023,9,12788.649215165562
04/22/2023,10,12842.286821602649
04/22/2023,11,12643.493420423843
04/22/2023,12,12383.303767688743
04/22/2023,13,12256.655879582782
04/22/2023,14,12457.4066692053
04/22/2023,15,12729.66547517881
04/22/2023,16,12980.963176211919
04/22/2023,17,13603.260848781458
04/22/2023,18,14348.42322997351
04/22/2023,19,14761.917379768212
04/22/2023,20,14943.220461298011
04/22/2023,21,14737.994524251657
04/22/2023,22,14067.761360503311
04/22/2023,23,13189.277496337749
04/22/2023,24,12308.681758410597
04/23/2023,1,11664.265536278144
04/23/2023,2,11182.411696251656
04/23/2023,3,10938.625142543046
04/23/2023,4,11108.89173957616
04/23/2023,5,10909.15436781457
04/23/2023,6,11102.532011403975
04/23/2023,7,11521.031233887417
04/23/2023,8,12161.781206622518
04/23/2023,9,12988.324433741724
04/23/2023,10,13804.483886125829
04/23/2023,11,14310.167120403974
04/23/2023,12,14587.59530223179
04/23/2023,13,14624.361379748345
04/23/2023,14,14623.822168589402
04/23/2023,15,14732.805807119206
04/23/2023,16,14558.497424086092
04/23/2023,17,14956.38191674172
04/23/2023,18,15471.36488044371
04/23/2023,19,15616.234791198676
04/23/2023,20,15722.909755927152
04/23/2023,21,15462.905271317883
04/23/2023,22,14559.69536254967
04/23/2023,23,13422.084864397351
04/23/2023,24,12405.778293397352
04/24/2023,1,11976.242911986756
04/24/2023,2,11560.047743304638
04/24/2023,3,11524.793188350992
04/24/2023,4,11633.925717854305
04/24/2023,5,11816.560387827814
04/24/2023,6,12887.120816523178
04/24/2023,7,14266.215368165564
04/24/2023,8,15009.440430933775
04/24/2023,9,14940.556482099337
04/24/2023,10,14340.72746344371
04/24/2023,11,13734.99526023179
04/24/2023,12,13075.005706092714
04/24/2023,13,12557.413123291391
04/24/2023,14,12437.015352953642
04/24/2023,15,12464.308173456953
04/24/2023,16,12864.491808278146
04/24/2023,17,13649.758055105962
04/24/2023,18,14787.371243622514
04/24/2023,19,15608.837541476825
04/24/2023,20,16046.03213523179
04/24/2023,21,15968.99111245033
04/24/2023,22,15024.669895172186
04/24/2023,23,14075.314849807948
04/24/2023,24,13012.164113125826
04/25/2023,1,12016.075832562916
04/25/2023,2,11577.441393278146
04/25/2023,3,11364.351621139072
04/25/2023,4,11400.848704370863
04/25/2023,5,11769.114250192053
04/25/2023,6,12808.85375449669
04/25/2023,7,14283.464908211923
04/25/2023,8,14726.399610536422
04/25/2023,9,13859.048490556292
04/25/2023,10,12530.842138569538
04/25/2023,11,11722.46646691391
04/25/2023,12,12088.085981721855
04/25/2023,13,12723.983858284768
04/25/2023,14,12874.516155774834
04/25/2023,15,12871.855551456953
04/25/2023,16,13080.208576112585
04/25/2023,17,13816.154371192055
04/25/2023,18,14768.540247397352
04/25/2023,19,15513.044418218546
04/25/2023,20,16026.669184807948
04/25/2023,21,16002.13643213245
04/25/2023,22,15093.889821059605
04/25/2023,23,13851.073476596026
04/25/2023,24,12695.525214019866
04/26/2023,1,11980.869101423841
04/26/2023,2,11827.14239894702
04/26/2023,3,11675.878950993378
04/26/2023,4,11680.195149556292
04/26/2023,5,11780.661976768213
04/26/2023,6,12837.328324271524
04/26/2023,7,14380.319972682119
04/26/2023,8,15043.589280397353
04/26/2023,9,14630.14747192053
04/26/2023,10,13700.221691503311
04/26/2023,11,12885.826625880796
04/26/2023,12,12375.770347847681
04/26/2023,13,12065.371406125829
04/26/2023,14,12102.51540868212
04/26/2023,15,12291.601041536424
04/26/2023,16,12797.909580298014
04/26/2023,17,13407.97061586755
04/26/2023,18,14154.155292218544
04/26/2023,19,15155.722792092714
04/26/2023,20,15856.193617748346
04/26/2023,21,15951.81662278808
04/26/2023,22,15082.248393178808
04/26/2023,23,13877.77146486755
04/26/2023,24,13390.778497470199
04/27/2023,1,12982.988210245034
04/27/2023,2,12617.137467774835
04/27/2023,3,12396.703968655629
04/27/2023,4,12381.879788145696
04/27/2023,5,12356.040055827816
04/27/2023,6,12923.38559539073
04/27/2023,7,14103.45291502649
04/27/2023,8,14686.806397589404
04/27/2023,9,14345.089936688744
04/27/2023,10,14282.377108490067
04/27/2023,11,13793.571448350991
04/27/2023,12,13527.840066675497
04/27/2023,13,13331.19079623179
04/27/2023,14,12974.742947980132
04/27/2023,15,12914.07836507285
04/27/2023,16,12891.932836490067
04/27/2023,17,13446.410277397352
04/27/2023,18,14053.855717490067
04/27/2023,19,14979.237041721855
04/27/2023,20,15690.949258331126
04/27/2023,21,15879.99837009934
04/27/2023,22,15083.312124119206
04/27/2023,23,14001.922704834435
04/27/2023,24,13111.217676357617
04/28/2023,1,12741.854264721855
04/28/2023,2,12339.067627470198
04/28/2023,3,12155.687899748345
04/28/2023,4,12157.583729125829
04/28/2023,5,12121.751180463576
04/28/2023,6,12827.905335834437
04/28/2023,7,14032.721195384107
04/28/2023,8,14248.501519927151
04/28/2023,9,13205.481758463578
04/28/2023,10,12271.711467715231
04/28/2023,11,11584.835855562913
04/28/2023,12,11198.10558397351
04/28/2023,13,10880.819982635763
04/28/2023,14,10989.384902999998
04/28/2023,15,11321.55164741722
04/28/2023,16,12126.878584966888
04/28/2023,17,12936.458672264902
04/28/2023,18,13988.070313092718
04/28/2023,19,14664.368979576158
04/28/2023,20,15137.996339403973
04/28/2023,21,15130.419914205298
04/28/2023,22,14447.113385701987
04/28/2023,23,13460.667389483442
04/28/2023,24,12445.106802735101
04/29/2023,1,11991.686964238412
04/29/2023,2,11607.176852006622
04/29/2023,3,11436.051156794703
04/29/2023,4,11564.039602430465
04/29/2023,5,11665.133848450332
04/29/2023,6,11388.93169321192
04/29/2023,7,11782.149395503313
04/29/2023,8,12208.532462463576
04/29/2023,9,12641.858036940395
04/29/2023,10,12729.178082145696
04/29/2023,11,12678.201484172187
04/29/2023,12,12958.9792110596
04/29/2023,13,12915.133329834436
04/29/2023,14,12755.53996639073
04/29/2023,15,12606.388875059602
04/29/2023,16,12844.898331953644
04/29/2023,17,13553.188440437087
04/29/2023,18,14367.588882615893
04/29/2023,19,14831.2940856755
04/29/2023,20,15045.587151139072
